Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
12,Sat,2022-10-29,15:30 (14:30),Bayern Munich,3.1,6–2,2.2,Mainz 05,75000,Allianz Arena,Felix Zwayer,Match Report,
12,Sat,2022-10-29,15:30 (14:30),Wolfsburg,2.0,4–0,0.5,Bochum,24037,Volkswagen Arena,Robert Hartmann,Match Report,
12,Sat,2022-10-29,15:30 (14:30),RB Leipzig,1.2,2–0,0.1,Leverkusen,45598,Red Bull Arena,Sven Jablonski,Match Report,
12,Sat,2022-10-29,15:30 (14:30),Stuttgart,2.6,2–1,1.0,Augsburg,46400,Mercedes-Benz Arena,Tobias Stieler,Match Report,
12,Sat,2022-10-29,18:30 (17:30),Eint Frankfurt,1.9,1–2,0.6,Dortmund,50000,Deutsche Bank Park,Sascha Stegemann,Match Report,
12,Sun,2022-10-30,15:30 (14:30),Union Berlin,0.9,2–1,1.0,M'Gladbach,22012,Stadion An der Alten Försterei,Harm Osmers,Match Report,
12,Sun,2022-10-30,17:30 (16:30),Schalke 04,0.6,0–2,2.3,Freiburg,61115,Veltins-Arena,Christian Dingert,Match Report,
12,Sun,2022-10-30,19:30 (18:30),Köln,1.2,1–1,0.9,Hoffenheim,49000,RheinEnergieSTADION,Frank Willenborg,Match Report,
,,,,,,,,,,,,,
13,Fri,2022-11-04,20:30 (19:30),M'Gladbach,0.9,3–1,1.1,Stuttgart,53178,Stadion im Borussia-Park,Matthias Jöllenbeck,Match Report,
13,Sat,2022-11-05,15:30 (14:30),Dortmund,1.5,3–0,0.6,Bochum,81365,Signal Iduna Park,Tobias Stieler,Match Report,
13,Sat,2022-11-05,15:30 (14:30),Mainz 05,1.0,0–3,0.6,Wolfsburg,26750,Mewa Arena,Daniel Siebert,Match Report,
13,Sat,2022-11-05,15:30 (14:30),Augsburg,1.2,1–2,1.2,Eint Frankfurt,30087,WWK Arena,Deniz Aytekin,Match Report,
13,Sat,2022-11-05,15:30 (14:30),Hertha BSC,1.2,2–3,1.9,Bayern Munich,74667,Olympiastadion Berlin,Bastian Dankert,Match Report,
13,Sat,2022-11-05,15:30 (14:30),Hoffenheim,0.9,1–3,1.7,RB Leipzig,23127,PreZero Arena,Martin Petersen,Match Report,
13,Sat,2022-11-05,18:30 (17:30),Werder Bremen,1.0,2–1,1.4,Schalke 04,41000,Wohninvest-Weserstadion,Felix Brych,Match Report,
13,Sun,2022-11-06,15:30 (14:30),Leverkusen,1.9,5–0,0.3,Union Berlin,30210,BayArena,Robert Schröder,Match Report,
13,Sun,2022-11-06,17:30 (16:30),Freiburg,1.4,2–0,0.5,Köln,33800,Europa-Park Stadion,Florian Badstübner,Match Report,
,,,,,,,,,,,,,
14,Tue,2022-11-08,18:30 (17:30),Wolfsburg,2.4,2–0,1.6,Dortmund,28675,Volkswagen Arena,Christian Dingert,Match Report,
14,Tue,2022-11-08,20:30 (19:30),Stuttgart,2.0,2–1,0.7,Hertha BSC,44500,Mercedes-Benz Arena,Frank Willenborg,Match Report,
14,Tue,2022-11-08,20:30 (19:30),Bochum,2.0,2–1,0.8,M'Gladbach,25900,Vonovia Ruhrstadion,Daniel Schlager,Match Report,
14,Tue,2022-11-08,20:30 (19:30),Bayern Munich,4.4,6–1,1.3,Werder Bremen,75000,Allianz Arena,Robert Hartmann,Match Report,
14,Wed,2022-11-09,18:30 (17:30),Köln,1.4,1–2,1.4,Leverkusen,50000,RheinEnergieSTADION,Tobias Stieler,Match Report,
14,Wed,2022-11-09,20:30 (19:30),Union Berlin,1.2,2–2,0.6,Augsburg,22012,Stadion An der Alten Försterei,Sascha Stegemann,Match Report,
14,Wed,2022-11-09,20:30 (19:30),Schalke 04,1.5,1–0,0.8,Mainz 05,58256,Veltins-Arena,Tobias Reichel,Match Report,
14,Wed,2022-11-09,20:30 (19:30),RB Leipzig,2.9,3–1,0.2,Freiburg,41240,Red Bull Arena,Harm Osmers,Match Report,
14,Wed,2022-11-09,20:30 (19:30),Eint Frankfurt,2.8,4–2,1.8,Hoffenheim,49000,Deutsche Bank Park,Felix Zwayer,Match Report,
,,,,,,,,,,,,,
15,Fri,2022-11-11,20:30 (19:30),M'Gladbach,2.1,4–2,3.0,Dortmund,54042,Stadion im Borussia-Park,Sven Jablonski,Match Report,
15,Sat,2022-11-12,15:30 (14:30),Augsburg,2.2,0–1,1.1,Bochum,28011,WWK Arena,Felix Brych,Match Report,
15,Sat,2022-11-12,15:30 (14:30),Hoffenheim,1.4,1–2,0.7,Wolfsburg,18014,PreZero Arena,Daniel Schlager,Match Report,
15,Sat,2022-11-12,15:30 (14:30),Werder Bremen,0.9,1–2,1.7,RB Leipzig,41500,Wohninvest-Weserstadion,Matthias Jöllenbeck,Match Report,
15,Sat,2022-11-12,15:30 (14:30),Hertha BSC,1.8,2–0,1.8,Köln,60827,Olympiastadion Berlin,Christian Dingert,Match Report,
15,Sat,2022-11-12,15:30 (14:30),Leverkusen,1.6,2–0,0.3,Stuttgart,30210,BayArena,Florian Badstübner,Match Report,
15,Sat,2022-11-12,18:30 (17:30),Schalke 04,0.8,0–2,1.9,Bayern Munich,62271,Veltins-Arena,Felix Zwayer,Match Report,
15,Sun,2022-11-13,15:30 (14:30),Mainz 05,1.5,1–1,1.8,Eint Frankfurt,33305,Mewa Arena,Robert Schröder,Match Report,
15,Sun,2022-11-13,17:30 (16:30),Freiburg,2.3,4–1,1.7,Union Berlin,33800,Europa-Park Stadion,Deniz Aytekin,Match Report,
,,,,,,,,,,,,,
16,Fri,2023-01-20,20:30 (19:30),RB Leipzig,,,,Bayern Munich,,Red Bull Arena,,Head-to-Head,
16,Sat,2023-01-21,15:30 (14:30),Union Berlin,,,,Hoffenheim,,Stadion An der Alten Försterei,,Head-to-Head,
16,Sat,2023-01-21,15:30 (14:30),Stuttgart,,,,Mainz 05,,Mercedes-Benz Arena,,Head-to-Head,
16,Sat,2023-01-21,15:30 (14:30),Bochum,,,,Hertha BSC,,Vonovia Ruhrstadion,,Head-to-Head,
16,Sat,2023-01-21,15:30 (14:30),Wolfsburg,,,,Freiburg,,Volkswagen Arena,,Head-to-Head,
16,Sat,2023-01-21,15:30 (14:30),Eint Frankfurt,,,,Schalke 04,,Deutsche Bank Park,,Head-to-Head,
16,Sat,2023-01-21,18:30 (17:30),Köln,,,,Werder Bremen,,RheinEnergieSTADION,,Head-to-Head,
16,Sun,2023-01-22,15:30 (14:30),Dortmund,,,,Augsburg,,Signal Iduna Park,,Head-to-Head,
16,Sun,2023-01-22,17:30 (16:30),M'Gladbach,,,,Leverkusen,,Stadion im Borussia-Park,,Head-to-Head,
,,,,,,,,,,,,,
17,Tue,2023-01-24,18:30 (17:30),Schalke 04,,,,RB Leipzig,,Veltins-Arena,,Head-to-Head,
17,Tue,2023-01-24,20:30 (19:30),Hoffenheim,,,,Stuttgart,,PreZero Arena,,Head-to-Head,
17,Tue,2023-01-24,20:30 (19:30),Hertha BSC,,,,Wolfsburg,,Olympiastadion Berlin,,Head-to-Head,
17,Tue,2023-01-24,20:30 (19:30),Bayern Munich,,,,Köln,,Allianz Arena,,Head-to-Head,
17,Wed,2023-01-25,18:30 (17:30),Mainz 05,,,,Dortmund,,Mewa Arena,,Head-to-Head,
17,Wed,2023-01-25,20:30 (19:30),Werder Bremen,,,,Union Berlin,,Wohninvest-Weserstadion,,Head-to-Head,
17,Wed,2023-01-25,20:30 (19:30),Freiburg,,,,Eint Frankfurt,,Europa-Park Stadion,,Head-to-Head,
17,Wed,2023-01-25,20:30 (19:30),Augsburg,,,,M'Gladbach,,WWK Arena,,Head-to-Head,
17,Wed,2023-01-25,20:30 (19:30),Leverkusen,,,,Bochum,,BayArena,,Head-to-Head,
,,,,,,,,,,,,,
18,Fri,2023-01-27,20:30 (19:30),RB Leipzig,,,,Stuttgart,,Red Bull Arena,,Head-to-Head,
18,Sat,2023-01-28,15:30 (14:30),Hoffenheim,,,,M'Gladbach,,PreZero Arena,,Head-to-Head,
18,Sat,2023-01-28,15:30 (14:30),Freiburg,,,,Augsburg,,Europa-Park Stadion,,Head-to-Head,
18,Sat,2023-01-28,15:30 (14:30),Mainz 05,,,,Bochum,,Mewa Arena,,Head-to-Head,
18,Sat,2023-01-28,15:30 (14:30),Werder Bremen,,,,Wolfsburg,,Wohninvest-Weserstadion,,Head-to-Head,
18,Sat,2023-01-28,15:30 (14:30),Hertha BSC,,,,Union Berlin,,Olympiastadion Berlin,,Head-to-Head,
18,Sat,2023-01-28,18:30 (17:30),Bayern Munich,,,,Eint Frankfurt,,Allianz Arena,,Head-to-Head,
18,Sun,2023-01-29,15:30 (14:30),Schalke 04,,,,Köln,,Veltins-Arena,,Head-to-Head,
18,Sun,2023-01-29,17:30 (16:30),Leverkusen,,,,Dortmund,,BayArena,,Head-to-Head,
,,,,,,,,,,,,,
19,Fri,2023-02-03,20:30 (19:30),Augsburg,,,,Leverkusen,,WWK Arena,,Head-to-Head,
19,Sat,2023-02-04,15:30 (14:30),Eint Frankfurt,,,,Hertha BSC,,Deutsche Bank Park,,Head-to-Head,
19,Sat,2023-02-04,15:30 (14:30),Bochum,,,,Hoffenheim,,Vonovia Ruhrstadion,,Head-to-Head,
19,Sat,2023-02-04,15:30 (14:30),Köln,,,,RB Leipzig,,RheinEnergieSTADION,,Head-to-Head,
19,Sat,2023-02-04,15:30 (14:30),Dortmund,,,,Freiburg,,Signal Iduna Park,,Head-to-Head,
19,Sat,2023-02-04,15:30 (14:30),Union Berlin,,,,Mainz 05,,Stadion An der Alten Försterei,,Head-to-Head,
19,Sat,2023-02-04,18:30 (17:30),M'Gladbach,,,,Schalke 04,,Stadion im Borussia-Park,,Head-to-Head,
19,Sun,2023-02-05,15:30 (14:30),Stuttgart,,,,Werder Bremen,,Mercedes-Benz Arena,,Head-to-Head,
19,Sun,2023-02-05,17:30 (16:30),Wolfsburg,,,,Bayern Munich,,Volkswagen Arena,,Head-to-Head,
,,,,,,,,,,,,,
20,Fri,2023-02-10,20:30 (19:30),Schalke 04,,,,Wolfsburg,,Veltins-Arena,,Head-to-Head,
20,Sat,2023-02-11,15:30 (14:30),Bayern Munich,,,,Bochum,,Allianz Arena,,Head-to-Head,
20,Sat,2023-02-11,15:30 (14:30),Mainz 05,,,,Augsburg,,Mewa Arena,,Head-to-Head,
20,Sat,2023-02-11,15:30 (14:30),Freiburg,,,,Stuttgart,,Europa-Park Stadion,,Head-to-Head,
20,Sat,2023-02-11,15:30 (14:30),Hoffenheim,,,,Leverkusen,,PreZero Arena,,Head-to-Head,
20,Sat,2023-02-11,15:30 (14:30),Werder Bremen,,,,Dortmund,,Wohninvest-Weserstadion,,Head-to-Head,
20,Sat,2023-02-11,18:30 (17:30),RB Leipzig,,,,Union Berlin,,Red Bull Arena,,Head-to-Head,
20,Sun,2023-02-12,15:30 (14:30),Hertha BSC,,,,M'Gladbach,,Olympiastadion Berlin,,Head-to-Head,
20,Sun,2023-02-12,17:30 (16:30),Köln,,,,Eint Frankfurt,,RheinEnergieSTADION,,Head-to-Head,
,,,,,,,,,,,,,
21,Fri,2023-02-17,20:30 (19:30),Augsburg,,,,Hoffenheim,,WWK Arena,,Head-to-Head,
21,Sat,2023-02-18,15:30 (14:30),Wolfsburg,,,,RB Leipzig,,Volkswagen Arena,,Head-to-Head,
21,Sat,2023-02-18,15:30 (14:30),M'Gladbach,,,,Bayern Munich,,Stadion im Borussia-Park,,Head-to-Head,
21,Sat,2023-02-18,15:30 (14:30),Bochum,,,,Freiburg,,Vonovia Ruhrstadion,,Head-to-Head,
21,Sat,2023-02-18,15:30 (14:30),Stuttgart,,,,Köln,,Mercedes-Benz Arena,,Head-to-Head,
21,Sat,2023-02-18,18:30 (17:30),Eint Frankfurt,,,,Werder Bremen,,Deutsche Bank Park,,Head-to-Head,
21,Sun,2023-02-19,15:30 (14:30),Union Berlin,,,,Schalke 04,,Stadion An der Alten Försterei,,Head-to-Head,
