Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
22,Sun,2023-02-12,,Lecce,,,,Roma,,,,Head-to-Head,
22,Sun,2023-02-12,,Udinese,,,,Sassuolo,,,,Head-to-Head,
22,Sun,2023-02-12,,Sampdoria,,,,Inter,,,,Head-to-Head,
22,Sun,2023-02-12,,Lazio,,,,Atalanta,,,,Head-to-Head,
22,Sun,2023-02-12,,Bologna,,,,Monza,,,,Head-to-Head,
22,Sun,2023-02-12,,Milan,,,,Torino,,,,Head-to-Head,
,,,,,,,,,,,,,
23,Sun,2023-02-19,,Torino,,,,Cremonese,,,,Head-to-Head,
23,Sun,2023-02-19,,Monza,,,,Milan,,,,Head-to-Head,
23,Sun,2023-02-19,,Roma,,,,Hellas Verona,,,,Head-to-Head,
23,Sun,2023-02-19,,Spezia,,,,Juventus,,,,Head-to-Head,
23,Sun,2023-02-19,,Salernitana,,,,Lazio,,,,Head-to-Head,
23,Sun,2023-02-19,,Atalanta,,,,Lecce,,,,Head-to-Head,
23,Sun,2023-02-19,,Inter,,,,Udinese,,,,Head-to-Head,
23,Sun,2023-02-19,,Sassuolo,,,,Napoli,,,,Head-to-Head,
23,Sun,2023-02-19,,Sampdoria,,,,Bologna,,,,Head-to-Head,
23,Sun,2023-02-19,,Fiorentina,,,,Empoli,,,,Head-to-Head,
,,,,,,,,,,,,,
24,Sun,2023-02-26,,Lazio,,,,Sampdoria,,,,Head-to-Head,
24,Sun,2023-02-26,,Milan,,,,Atalanta,,,,Head-to-Head,
24,Sun,2023-02-26,,Udinese,,,,Spezia,,,,Head-to-Head,
24,Sun,2023-02-26,,Salernitana,,,,Monza,,,,Head-to-Head,
24,Sun,2023-02-26,,Empoli,,,,Napoli,,,,Head-to-Head,
24,Sun,2023-02-26,,Cremonese,,,,Roma,,,,Head-to-Head,
24,Sun,2023-02-26,,Bologna,,,,Inter,,,,Head-to-Head,
24,Sun,2023-02-26,,Hellas Verona,,,,Fiorentina,,,,Head-to-Head,
24,Sun,2023-02-26,,Juventus,,,,Torino,,,,Head-to-Head,
24,Sun,2023-02-26,,Lecce,,,,Sassuolo,,,,Head-to-Head,
,,,,,,,,,,,,,
25,Sun,2023-03-05,,Napoli,,,,Lazio,,,,Head-to-Head,
25,Sun,2023-03-05,,Roma,,,,Juventus,,,,Head-to-Head,
25,Sun,2023-03-05,,Spezia,,,,Hellas Verona,,,,Head-to-Head,
25,Sun,2023-03-05,,Sassuolo,,,,Cremonese,,,,Head-to-Head,
25,Sun,2023-03-05,,Inter,,,,Lecce,,,,Head-to-Head,
25,Sun,2023-03-05,,Torino,,,,Bologna,,,,Head-to-Head,
25,Sun,2023-03-05,,Atalanta,,,,Udinese,,,,Head-to-Head,
25,Sun,2023-03-05,,Fiorentina,,,,Milan,,,,Head-to-Head,
25,Sun,2023-03-05,,Monza,,,,Empoli,,,,Head-to-Head,
25,Sun,2023-03-05,,Sampdoria,,,,Salernitana,,,,Head-to-Head,
,,,,,,,,,,,,,
26,Sun,2023-03-12,,Lecce,,,,Torino,,,,Head-to-Head,
26,Sun,2023-03-12,,Hellas Verona,,,,Monza,,,,Head-to-Head,
26,Sun,2023-03-12,,Roma,,,,Sassuolo,,,,Head-to-Head,
26,Sun,2023-03-12,,Milan,,,,Salernitana,,,,Head-to-Head,
26,Sun,2023-03-12,,Cremonese,,,,Fiorentina,,,,Head-to-Head,
26,Sun,2023-03-12,,Napoli,,,,Atalanta,,,,Head-to-Head,
26,Sun,2023-03-12,,Empoli,,,,Udinese,,,,Head-to-Head,
26,Sun,2023-03-12,,Spezia,,,,Inter,,,,Head-to-Head,
26,Sun,2023-03-12,,Bologna,,,,Lazio,,,,Head-to-Head,
26,Sun,2023-03-12,,Juventus,,,,Sampdoria,,,,Head-to-Head,
,,,,,,,,,,,,,
27,Sun,2023-03-19,,Lazio,,,,Roma,,,,Head-to-Head,
27,Sun,2023-03-19,,Salernitana,,,,Bologna,,,,Head-to-Head,
27,Sun,2023-03-19,,Torino,,,,Napoli,,,,Head-to-Head,
27,Sun,2023-03-19,,Inter,,,,Juventus,,,,Head-to-Head,
27,Sun,2023-03-19,,Sassuolo,,,,Spezia,,,,Head-to-Head,
27,Sun,2023-03-19,,Monza,,,,Cremonese,,,,Head-to-Head,
27,Sun,2023-03-19,,Sampdoria,,,,Hellas Verona,,,,Head-to-Head,
27,Sun,2023-03-19,,Atalanta,,,,Empoli,,,,Head-to-Head,
27,Sun,2023-03-19,,Udinese,,,,Milan,,,,Head-to-Head,
27,Sun,2023-03-19,,Fiorentina,,,,Lecce,,,,Head-to-Head,
,,,,,,,,,,,,,
28,Sun,2023-04-02,,Roma,,,,Sampdoria,,,,Head-to-Head,
28,Sun,2023-04-02,,Monza,,,,Lazio,,,,Head-to-Head,
28,Sun,2023-04-02,,Napoli,,,,Milan,,,,Head-to-Head,
28,Sun,2023-04-02,,Bologna,,,,Udinese,,,,Head-to-Head,
28,Sun,2023-04-02,,Spezia,,,,Salernitana,,,,Head-to-Head,
28,Sun,2023-04-02,,Cremonese,,,,Atalanta,,,,Head-to-Head,
28,Sun,2023-04-02,,Inter,,,,Fiorentina,,,,Head-to-Head,
28,Sun,2023-04-02,,Sassuolo,,,,Torino,,,,Head-to-Head,
28,Sun,2023-04-02,,Juventus,,,,Hellas Verona,,,,Head-to-Head,
28,Sun,2023-04-02,,Empoli,,,,Lecce,,,,Head-to-Head,
,,,,,,,,,,,,,
29,Sat,2023-04-08,,Torino,,,,Roma,,,,Head-to-Head,
29,Sat,2023-04-08,,Lecce,,,,Napoli,,,,Head-to-Head,
29,Sat,2023-04-08,,Salernitana,,,,Inter,,,,Head-to-Head,
29,Sat,2023-04-08,,Udinese,,,,Monza,,,,Head-to-Head,
29,Sat,2023-04-08,,Atalanta,,,,Bologna,,,,Head-to-Head,
29,Sat,2023-04-08,,Sampdoria,,,,Cremonese,,,,Head-to-Head,
29,Sat,2023-04-08,,Fiorentina,,,,Spezia,,,,Head-to-Head,
29,Sat,2023-04-08,,Hellas Verona,,,,Sassuolo,,,,Head-to-Head,
29,Sat,2023-04-08,,Lazio,,,,Juventus,,,,Head-to-Head,
29,Sat,2023-04-08,,Milan,,,,Empoli,,,,Head-to-Head,
,,,,,,,,,,,,,
30,Sun,2023-04-16,,Roma,,,,Udinese,,,,Head-to-Head,
30,Sun,2023-04-16,,Lecce,,,,Sampdoria,,,,Head-to-Head,
30,Sun,2023-04-16,,Inter,,,,Monza,,,,Head-to-Head,
30,Sun,2023-04-16,,Sassuolo,,,,Juventus,,,,Head-to-Head,
30,Sun,2023-04-16,,Fiorentina,,,,Atalanta,,,,Head-to-Head,
30,Sun,2023-04-16,,Torino,,,,Salernitana,,,,Head-to-Head,
30,Sun,2023-04-16,,Spezia,,,,Lazio,,,,Head-to-Head,
30,Sun,2023-04-16,,Bologna,,,,Milan,,,,Head-to-Head,
30,Sun,2023-04-16,,Cremonese,,,,Empoli,,,,Head-to-Head,
30,Sun,2023-04-16,,Napoli,,,,Hellas Verona,,,,Head-to-Head,
,,,,,,,,,,,,,
31,Sun,2023-04-23,,Empoli,,,,Inter,,,,Head-to-Head,
31,Sun,2023-04-23,,Monza,,,,Fiorentina,,,,Head-to-Head,
31,Sun,2023-04-23,,Sampdoria,,,,Spezia,,,,Head-to-Head,
31,Sun,2023-04-23,,Salernitana,,,,Sassuolo,,,,Head-to-Head,
31,Sun,2023-04-23,,Milan,,,,Lecce,,,,Head-to-Head,
31,Sun,2023-04-23,,Atalanta,,,,Roma,,,,Head-to-Head,
31,Sun,2023-04-23,,Juventus,,,,Napoli,,,,Head-to-Head,
31,Sun,2023-04-23,,Udinese,,,,Cremonese,,,,Head-to-Head,
31,Sun,2023-04-23,,Lazio,,,,Torino,,,,Head-to-Head,
31,Sun,2023-04-23,,Hellas Verona,,,,Bologna,,,,Head-to-Head,
,,,,,,,,,,,,,
32,Sun,2023-04-30,,Sassuolo,,,,Empoli,,,,Head-to-Head,
32,Sun,2023-04-30,,Bologna,,,,Juventus,,,,Head-to-Head,
32,Sun,2023-04-30,,Spezia,,,,Monza,,,,Head-to-Head,
32,Sun,2023-04-30,,Roma,,,,Milan,,,,Head-to-Head,
32,Sun,2023-04-30,,Cremonese,,,,Hellas Verona,,,,Head-to-Head,
32,Sun,2023-04-30,,Fiorentina,,,,Sampdoria,,,,Head-to-Head,
32,Sun,2023-04-30,,Napoli,,,,Salernitana,,,,Head-to-Head,
32,Sun,2023-04-30,,Inter,,,,Lazio,,,,Head-to-Head,
32,Sun,2023-04-30,,Torino,,,,Atalanta,,,,Head-to-Head,
32,Sun,2023-04-30,,Lecce,,,,Udinese,,,,Head-to-Head,
,,,,,,,,,,,,,
33,Wed,2023-05-03,,Monza,,,,Roma,,,,Head-to-Head,
33,Wed,2023-05-03,,Lazio,,,,Sassuolo,,,,Head-to-Head,
33,Wed,2023-05-03,,Hellas Verona,,,,Inter,,,,Head-to-Head,
33,Wed,2023-05-03,,Sampdoria,,,,Torino,,,,Head-to-Head,
33,Wed,2023-05-03,,Empoli,,,,Bologna,,,,Head-to-Head,
33,Wed,2023-05-03,,Milan,,,,Cremonese,,,,Head-to-Head,
33,Wed,2023-05-03,,Salernitana,,,,Fiorentina,,,,Head-to-Head,
33,Wed,2023-05-03,,Udinese,,,,Napoli,,,,Head-to-Head,
33,Wed,2023-05-03,,Juventus,,,,Lecce,,,,Head-to-Head,
33,Wed,2023-05-03,,Atalanta,,,,Spezia,,,,Head-to-Head,
,,,,,,,,,,,,,
34,Sun,2023-05-07,,Lecce,,,,Hellas Verona,,,,Head-to-Head,
34,Sun,2023-05-07,,Napoli,,,,Fiorentina,,,,Head-to-Head,
34,Sun,2023-05-07,,Sassuolo,,,,Bologna,,,,Head-to-Head,
34,Sun,2023-05-07,,Milan,,,,Lazio,,,,Head-to-Head,
34,Sun,2023-05-07,,Roma,,,,Inter,,,,Head-to-Head,
34,Sun,2023-05-07,,Empoli,,,,Salernitana,,,,Head-to-Head,
34,Sun,2023-05-07,,Atalanta,,,,Juventus,,,,Head-to-Head,
34,Sun,2023-05-07,,Udinese,,,,Sampdoria,,,,Head-to-Head,
34,Sun,2023-05-07,,Cremonese,,,,Spezia,,,,Head-to-Head,
34,Sun,2023-05-07,,Torino,,,,Monza,,,,Head-to-Head,
,,,,,,,,,,,,,
35,Sun,2023-05-14,,Sampdoria,,,,Empoli,,,,Head-to-Head,
35,Sun,2023-05-14,,Fiorentina,,,,Udinese,,,,Head-to-Head,
35,Sun,2023-05-14,,Monza,,,,Napoli,,,,Head-to-Head,
35,Sun,2023-05-14,,Salernitana,,,,Atalanta,,,,Head-to-Head,
35,Sun,2023-05-14,,Lazio,,,,Lecce,,,,Head-to-Head,
35,Sun,2023-05-14,,Juventus,,,,Cremonese,,,,Head-to-Head,
35,Sun,2023-05-14,,Hellas Verona,,,,Torino,,,,Head-to-Head,
35,Sun,2023-05-14,,Bologna,,,,Roma,,,,Head-to-Head,
35,Sun,2023-05-14,,Spezia,,,,Milan,,,,Head-to-Head,
35,Sun,2023-05-14,,Inter,,,,Sassuolo,,,,Head-to-Head,
,,,,,,,,,,,,,
36,Sun,2023-05-21,,Roma,,,,Salernitana,,,,Head-to-Head,
36,Sun,2023-05-21,,Empoli,,,,Juventus,,,,Head-to-Head,
36,Sun,2023-05-21,,Napoli,,,,Inter,,,,Head-to-Head,
36,Sun,2023-05-21,,Cremonese,,,,Bologna,,,,Head-to-Head,
36,Sun,2023-05-21,,Udinese,,,,Lazio,,,,Head-to-Head,
36,Sun,2023-05-21,,Milan,,,,Sampdoria,,,,Head-to-Head,
36,Sun,2023-05-21,,Sassuolo,,,,Monza,,,,Head-to-Head,
36,Sun,2023-05-21,,Atalanta,,,,Hellas Verona,,,,Head-to-Head,
36,Sun,2023-05-21,,Torino,,,,Fiorentina,,,,Head-to-Head,
36,Sun,2023-05-21,,Lecce,,,,Spezia,,,,Head-to-Head,
,,,,,,,,,,,,,
37,Sun,2023-05-28,,Hellas Verona,,,,Empoli,,,,Head-to-Head,
37,Sun,2023-05-28,,Fiorentina,,,,Roma,,,,Head-to-Head,
37,Sun,2023-05-28,,Monza,,,,Lecce,,,,Head-to-Head,
37,Sun,2023-05-28,,Juventus,,,,Milan,,,,Head-to-Head,
37,Sun,2023-05-28,,Lazio,,,,Cremonese,,,,Head-to-Head,
37,Sun,2023-05-28,,Inter,,,,Atalanta,,,,Head-to-Head,
37,Sun,2023-05-28,,Bologna,,,,Napoli,,,,Head-to-Head,
37,Sun,2023-05-28,,Sampdoria,,,,Sassuolo,,,,Head-to-Head,
37,Sun,2023-05-28,,Spezia,,,,Torino,,,,Head-to-Head,
37,Sun,2023-05-28,,Salernitana,,,,Udinese,,,,Head-to-Head,
,,,,,,,,,,,,,
38,Sun,2023-06-04,,Torino,,,,Inter,,,,Head-to-Head,
38,Sun,2023-06-04,,Empoli,,,,Lazio,,,,Head-to-Head,
38,Sun,2023-06-04,,Sassuolo,,,,Fiorentina,,,,Head-to-Head,
38,Sun,2023-06-04,,Cremonese,,,,Salernitana,,,,Head-to-Head,
38,Sun,2023-06-04,,Lecce,,,,Bologna,,,,Head-to-Head,
38,Sun,2023-06-04,,Roma,,,,Spezia,,,,Head-to-Head,
38,Sun,2023-06-04,,Udinese,,,,Juventus,,,,Head-to-Head,
38,Sun,2023-06-04,,Milan,,,,Hellas Verona,,,,Head-to-Head,
38,Sun,2023-06-04,,Napoli,,,,Sampdoria,,,,Head-to-Head,
38,Sun,2023-06-04,,Atalanta,,,,Monza,,,,Head-to-Head,
