Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
21,Sun,2023-02-12,,Cádiz,,,,Girona,,,,Head-to-Head,
21,Sun,2023-02-12,,Getafe,,,,Rayo Vallecano,,,,Head-to-Head,
21,Sun,2023-02-12,,Sevilla,,,,Mallorca,,,,Head-to-Head,
21,Sun,2023-02-12,,Valladolid,,,,Osasuna,,,,Head-to-Head,
,,,,,,,,,,,,,
22,Sun,2023-02-19,,Mallorca,,,,Villarreal,,,,Head-to-Head,
22,Sun,2023-02-19,,Real Sociedad,,,,Celta Vigo,,,,Head-to-Head,
22,Sun,2023-02-19,,Getafe,,,,Valencia,,,,Head-to-Head,
22,Sun,2023-02-19,,Atlético Madrid,,,,Athletic Club,,,,Head-to-Head,
22,Sun,2023-02-19,,Osasuna,,,,Real Madrid,,,,Head-to-Head,
22,Sun,2023-02-19,,Barcelona,,,,Cádiz,,,,Head-to-Head,
22,Sun,2023-02-19,,Girona,,,,Almería,,,,Head-to-Head,
22,Sun,2023-02-19,,Rayo Vallecano,,,,Sevilla,,,,Head-to-Head,
22,Sun,2023-02-19,,Elche,,,,Espanyol,,,,Head-to-Head,
22,Sun,2023-02-19,,Betis,,,,Valladolid,,,,Head-to-Head,
,,,,,,,,,,,,,
23,Sun,2023-02-26,,Villarreal,,,,Getafe,,,,Head-to-Head,
23,Sun,2023-02-26,,Valencia,,,,Real Sociedad,,,,Head-to-Head,
23,Sun,2023-02-26,,Celta Vigo,,,,Valladolid,,,,Head-to-Head,
23,Sun,2023-02-26,,Athletic Club,,,,Girona,,,,Head-to-Head,
23,Sun,2023-02-26,,Espanyol,,,,Mallorca,,,,Head-to-Head,
23,Sun,2023-02-26,,Almería,,,,Barcelona,,,,Head-to-Head,
23,Sun,2023-02-26,,Cádiz,,,,Rayo Vallecano,,,,Head-to-Head,
23,Sun,2023-02-26,,Sevilla,,,,Osasuna,,,,Head-to-Head,
23,Sun,2023-02-26,,Elche,,,,Betis,,,,Head-to-Head,
23,Sun,2023-02-26,,Real Madrid,,,,Atlético Madrid,,,,Head-to-Head,
,,,,,,,,,,,,,
24,Sun,2023-03-05,,Real Sociedad,,,,Cádiz,,,,Head-to-Head,
24,Sun,2023-03-05,,Almería,,,,Villarreal,,,,Head-to-Head,
24,Sun,2023-03-05,,Valladolid,,,,Espanyol,,,,Head-to-Head,
24,Sun,2023-03-05,,Atlético Madrid,,,,Sevilla,,,,Head-to-Head,
24,Sun,2023-03-05,,Getafe,,,,Girona,,,,Head-to-Head,
24,Sun,2023-03-05,,Mallorca,,,,Elche,,,,Head-to-Head,
24,Sun,2023-03-05,,Osasuna,,,,Celta Vigo,,,,Head-to-Head,
24,Sun,2023-03-05,,Barcelona,,,,Valencia,,,,Head-to-Head,
24,Sun,2023-03-05,,Betis,,,,Real Madrid,,,,Head-to-Head,
24,Sun,2023-03-05,,Rayo Vallecano,,,,Athletic Club,,,,Head-to-Head,
,,,,,,,,,,,,,
25,Sun,2023-03-12,,Athletic Club,,,,Barcelona,,,,Head-to-Head,
25,Sun,2023-03-12,,Elche,,,,Valladolid,,,,Head-to-Head,
25,Sun,2023-03-12,,Cádiz,,,,Getafe,,,,Head-to-Head,
25,Sun,2023-03-12,,Real Madrid,,,,Espanyol,,,,Head-to-Head,
25,Sun,2023-03-12,,Mallorca,,,,Real Sociedad,,,,Head-to-Head,
25,Sun,2023-03-12,,Celta Vigo,,,,Rayo Vallecano,,,,Head-to-Head,
25,Sun,2023-03-12,,Valencia,,,,Osasuna,,,,Head-to-Head,
25,Sun,2023-03-12,,Sevilla,,,,Almería,,,,Head-to-Head,
25,Sun,2023-03-12,,Villarreal,,,,Betis,,,,Head-to-Head,
25,Sun,2023-03-12,,Girona,,,,Atlético Madrid,,,,Head-to-Head,
,,,,,,,,,,,,,
26,Sun,2023-03-19,,Atlético Madrid,,,,Valencia,,,,Head-to-Head,
26,Sun,2023-03-19,,Barcelona,,,,Real Madrid,,,,Head-to-Head,
26,Sun,2023-03-19,,Almería,,,,Cádiz,,,,Head-to-Head,
26,Sun,2023-03-19,,Betis,,,,Mallorca,,,,Head-to-Head,
26,Sun,2023-03-19,,Real Sociedad,,,,Elche,,,,Head-to-Head,
26,Sun,2023-03-19,,Valladolid,,,,Athletic Club,,,,Head-to-Head,
26,Sun,2023-03-19,,Getafe,,,,Sevilla,,,,Head-to-Head,
26,Sun,2023-03-19,,Osasuna,,,,Villarreal,,,,Head-to-Head,
26,Sun,2023-03-19,,Espanyol,,,,Celta Vigo,,,,Head-to-Head,
26,Sun,2023-03-19,,Rayo Vallecano,,,,Girona,,,,Head-to-Head,
,,,,,,,,,,,,,
27,Sun,2023-04-02,,Villarreal,,,,Real Sociedad,,,,Head-to-Head,
27,Sun,2023-04-02,,Girona,,,,Espanyol,,,,Head-to-Head,
27,Sun,2023-04-02,,Celta Vigo,,,,Almería,,,,Head-to-Head,
27,Sun,2023-04-02,,Athletic Club,,,,Getafe,,,,Head-to-Head,
27,Sun,2023-04-02,,Real Madrid,,,,Valladolid,,,,Head-to-Head,
27,Sun,2023-04-02,,Atlético Madrid,,,,Betis,,,,Head-to-Head,
27,Sun,2023-04-02,,Cádiz,,,,Sevilla,,,,Head-to-Head,
27,Sun,2023-04-02,,Elche,,,,Barcelona,,,,Head-to-Head,
27,Sun,2023-04-02,,Mallorca,,,,Osasuna,,,,Head-to-Head,
27,Sun,2023-04-02,,Valencia,,,,Rayo Vallecano,,,,Head-to-Head,
,,,,,,,,,,,,,
28,Sun,2023-04-09,,Almería,,,,Valencia,,,,Head-to-Head,
28,Sun,2023-04-09,,Rayo Vallecano,,,,Atlético Madrid,,,,Head-to-Head,
28,Sun,2023-04-09,,Valladolid,,,,Mallorca,,,,Head-to-Head,
28,Sun,2023-04-09,,Real Sociedad,,,,Getafe,,,,Head-to-Head,
28,Sun,2023-04-09,,Barcelona,,,,Girona,,,,Head-to-Head,
28,Sun,2023-04-09,,Real Madrid,,,,Villarreal,,,,Head-to-Head,
28,Sun,2023-04-09,,Osasuna,,,,Elche,,,,Head-to-Head,
28,Sun,2023-04-09,,Betis,,,,Cádiz,,,,Head-to-Head,
28,Sun,2023-04-09,,Sevilla,,,,Celta Vigo,,,,Head-to-Head,
28,Sun,2023-04-09,,Espanyol,,,,Athletic Club,,,,Head-to-Head,
,,,,,,,,,,,,,
29,Sun,2023-04-16,,Cádiz,,,,Real Madrid,,,,Head-to-Head,
29,Sun,2023-04-16,,Getafe,,,,Barcelona,,,,Head-to-Head,
29,Sun,2023-04-16,,Celta Vigo,,,,Mallorca,,,,Head-to-Head,
29,Sun,2023-04-16,,Atlético Madrid,,,,Almería,,,,Head-to-Head,
29,Sun,2023-04-16,,Villarreal,,,,Valladolid,,,,Head-to-Head,
29,Sun,2023-04-16,,Betis,,,,Espanyol,,,,Head-to-Head,
29,Sun,2023-04-16,,Valencia,,,,Sevilla,,,,Head-to-Head,
29,Sun,2023-04-16,,Girona,,,,Elche,,,,Head-to-Head,
29,Sun,2023-04-16,,Rayo Vallecano,,,,Osasuna,,,,Head-to-Head,
29,Sun,2023-04-16,,Athletic Club,,,,Real Sociedad,,,,Head-to-Head,
,,,,,,,,,,,,,
30,Sun,2023-04-23,,Mallorca,,,,Getafe,,,,Head-to-Head,
30,Sun,2023-04-23,,Sevilla,,,,Villarreal,,,,Head-to-Head,
30,Sun,2023-04-23,,Real Sociedad,,,,Rayo Vallecano,,,,Head-to-Head,
30,Sun,2023-04-23,,Espanyol,,,,Cádiz,,,,Head-to-Head,
30,Sun,2023-04-23,,Almería,,,,Athletic Club,,,,Head-to-Head,
30,Sun,2023-04-23,,Osasuna,,,,Betis,,,,Head-to-Head,
30,Sun,2023-04-23,,Real Madrid,,,,Celta Vigo,,,,Head-to-Head,
30,Sun,2023-04-23,,Valladolid,,,,Girona,,,,Head-to-Head,
30,Sun,2023-04-23,,Barcelona,,,,Atlético Madrid,,,,Head-to-Head,
30,Sun,2023-04-23,,Elche,,,,Valencia,,,,Head-to-Head,
,,,,,,,,,,,,,
31,Wed,2023-04-26,,Cádiz,,,,Osasuna,,,,Head-to-Head,
31,Wed,2023-04-26,,Athletic Club,,,,Sevilla,,,,Head-to-Head,
31,Wed,2023-04-26,,Betis,,,,Real Sociedad,,,,Head-to-Head,
31,Wed,2023-04-26,,Atlético Madrid,,,,Mallorca,,,,Head-to-Head,
31,Wed,2023-04-26,,Valencia,,,,Valladolid,,,,Head-to-Head,
31,Wed,2023-04-26,,Rayo Vallecano,,,,Barcelona,,,,Head-to-Head,
31,Wed,2023-04-26,,Girona,,,,Real Madrid,,,,Head-to-Head,
31,Wed,2023-04-26,,Getafe,,,,Almería,,,,Head-to-Head,
31,Wed,2023-04-26,,Villarreal,,,,Espanyol,,,,Head-to-Head,
31,Wed,2023-04-26,,Celta Vigo,,,,Elche,,,,Head-to-Head,
,,,,,,,,,,,,,
32,Sun,2023-04-30,,Elche,,,,Rayo Vallecano,,,,Head-to-Head,
32,Sun,2023-04-30,,Real Madrid,,,,Almería,,,,Head-to-Head,
32,Sun,2023-04-30,,Sevilla,,,,Girona,,,,Head-to-Head,
32,Sun,2023-04-30,,Osasuna,,,,Real Sociedad,,,,Head-to-Head,
32,Sun,2023-04-30,,Villarreal,,,,Celta Vigo,,,,Head-to-Head,
32,Sun,2023-04-30,,Espanyol,,,,Getafe,,,,Head-to-Head,
32,Sun,2023-04-30,,Cádiz,,,,Valencia,,,,Head-to-Head,
32,Sun,2023-04-30,,Valladolid,,,,Atlético Madrid,,,,Head-to-Head,
32,Sun,2023-04-30,,Mallorca,,,,Athletic Club,,,,Head-to-Head,
32,Sun,2023-04-30,,Barcelona,,,,Betis,,,,Head-to-Head,
,,,,,,,,,,,,,
33,Wed,2023-05-03,,Barcelona,,,,Osasuna,,,,Head-to-Head,
33,Wed,2023-05-03,,Getafe,,,,Celta Vigo,,,,Head-to-Head,
33,Wed,2023-05-03,,Real Sociedad,,,,Real Madrid,,,,Head-to-Head,
33,Wed,2023-05-03,,Rayo Vallecano,,,,Valladolid,,,,Head-to-Head,
33,Wed,2023-05-03,,Sevilla,,,,Espanyol,,,,Head-to-Head,
33,Wed,2023-05-03,,Atlético Madrid,,,,Cádiz,,,,Head-to-Head,
33,Wed,2023-05-03,,Athletic Club,,,,Betis,,,,Head-to-Head,
33,Wed,2023-05-03,,Valencia,,,,Villarreal,,,,Head-to-Head,
33,Wed,2023-05-03,,Girona,,,,Mallorca,,,,Head-to-Head,
33,Wed,2023-05-03,,Almería,,,,Elche,,,,Head-to-Head,
,,,,,,,,,,,,,
34,Sun,2023-05-14,,Elche,,,,Atlético Madrid,,,,Head-to-Head,
34,Sun,2023-05-14,,Valladolid,,,,Sevilla,,,,Head-to-Head,
34,Sun,2023-05-14,,Betis,,,,Rayo Vallecano,,,,Head-to-Head,
34,Sun,2023-05-14,,Espanyol,,,,Barcelona,,,,Head-to-Head,
34,Sun,2023-05-14,,Osasuna,,,,Almería,,,,Head-to-Head,
34,Sun,2023-05-14,,Villarreal,,,,Athletic Club,,,,Head-to-Head,
34,Sun,2023-05-14,,Real Madrid,,,,Getafe,,,,Head-to-Head,
34,Sun,2023-05-14,,Real Sociedad,,,,Girona,,,,Head-to-Head,
34,Sun,2023-05-14,,Mallorca,,,,Cádiz,,,,Head-to-Head,
34,Sun,2023-05-14,,Celta Vigo,,,,Valencia,,,,Head-to-Head,
,,,,,,,,,,,,,
35,Sun,2023-05-21,,Getafe,,,,Elche,,,,Head-to-Head,
35,Sun,2023-05-21,,Girona,,,,Villarreal,,,,Head-to-Head,
35,Sun,2023-05-21,,Athletic Club,,,,Celta Vigo,,,,Head-to-Head,
35,Sun,2023-05-21,,Cádiz,,,,Valladolid,,,,Head-to-Head,
35,Sun,2023-05-21,,Sevilla,,,,Betis,,,,Head-to-Head,
35,Sun,2023-05-21,,Almería,,,,Mallorca,,,,Head-to-Head,
35,Sun,2023-05-21,,Rayo Vallecano,,,,Espanyol,,,,Head-to-Head,
35,Sun,2023-05-21,,Atlético Madrid,,,,Osasuna,,,,Head-to-Head,
35,Sun,2023-05-21,,Barcelona,,,,Real Sociedad,,,,Head-to-Head,
35,Sun,2023-05-21,,Valencia,,,,Real Madrid,,,,Head-to-Head,
,,,,,,,,,,,,,
36,Wed,2023-05-24,,Real Madrid,,,,Rayo Vallecano,,,,Head-to-Head,
36,Wed,2023-05-24,,Osasuna,,,,Athletic Club,,,,Head-to-Head,
36,Wed,2023-05-24,,Mallorca,,,,Valencia,,,,Head-to-Head,
36,Wed,2023-05-24,,Villarreal,,,,Cádiz,,,,Head-to-Head,
36,Wed,2023-05-24,,Espanyol,,,,Atlético Madrid,,,,Head-to-Head,
36,Wed,2023-05-24,,Betis,,,,Getafe,,,,Head-to-Head,
36,Wed,2023-05-24,,Elche,,,,Sevilla,,,,Head-to-Head,
36,Wed,2023-05-24,,Real Sociedad,,,,Almería,,,,Head-to-Head,
36,Wed,2023-05-24,,Valladolid,,,,Barcelona,,,,Head-to-Head,
36,Wed,2023-05-24,,Celta Vigo,,,,Girona,,,,Head-to-Head,
,,,,,,,,,,,,,
37,Sun,2023-05-28,,Cádiz,,,,Celta Vigo,,,,Head-to-Head,
37,Sun,2023-05-28,,Atlético Madrid,,,,Real Sociedad,,,,Head-to-Head,
37,Sun,2023-05-28,,Getafe,,,,Osasuna,,,,Head-to-Head,
37,Sun,2023-05-28,,Athletic Club,,,,Elche,,,,Head-to-Head,
37,Sun,2023-05-28,,Rayo Vallecano,,,,Villarreal,,,,Head-to-Head,
37,Sun,2023-05-28,,Girona,,,,Betis,,,,Head-to-Head,
37,Sun,2023-05-28,,Sevilla,,,,Real Madrid,,,,Head-to-Head,
37,Sun,2023-05-28,,Valencia,,,,Espanyol,,,,Head-to-Head,
37,Sun,2023-05-28,,Barcelona,,,,Mallorca,,,,Head-to-Head,
37,Sun,2023-05-28,,Almería,,,,Valladolid,,,,Head-to-Head,
,,,,,,,,,,,,,
38,Sun,2023-06-04,,Villarreal,,,,Atlético Madrid,,,,Head-to-Head,
38,Sun,2023-06-04,,Betis,,,,Valencia,,,,Head-to-Head,
38,Sun,2023-06-04,,Real Sociedad,,,,Sevilla,,,,Head-to-Head,
38,Sun,2023-06-04,,Mallorca,,,,Rayo Vallecano,,,,Head-to-Head,
38,Sun,2023-06-04,,Celta Vigo,,,,Barcelona,,,,Head-to-Head,
38,Sun,2023-06-04,,Elche,,,,Cádiz,,,,Head-to-Head,
38,Sun,2023-06-04,,Espanyol,,,,Almería,,,,Head-to-Head,
38,Sun,2023-06-04,,Valladolid,,,,Getafe,,,,Head-to-Head,
38,Sun,2023-06-04,,Real Madrid,,,,Athletic Club,,,,Head-to-Head,
38,Sun,2023-06-04,,Osasuna,,,,Girona,,,,Head-to-Head,
