Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
22,Sun,2023-02-05,,Marseille,,,,Nice,,,,Head-to-Head,
22,Sun,2023-02-05,,Troyes,,,,Lyon,,,,Head-to-Head,
22,Sun,2023-02-05,,Strasbourg,,,,Montpellier,,,,Head-to-Head,
22,Sun,2023-02-05,,Auxerre,,,,Reims,,,,Head-to-Head,
,,,,,,,,,,,,,
23,Sun,2023-02-12,,Lille,,,,Strasbourg,,,,Head-to-Head,
23,Sun,2023-02-12,,Montpellier,,,,Brest,,,,Head-to-Head,
23,Sun,2023-02-12,,Monaco,,,,Paris S-G,,,,Head-to-Head,
23,Sun,2023-02-12,,Nice,,,,Ajaccio,,,,Head-to-Head,
23,Sun,2023-02-12,,Angers,,,,Auxerre,,,,Head-to-Head,
23,Sun,2023-02-12,,Nantes,,,,Lorient,,,,Head-to-Head,
23,Sun,2023-02-12,,Lyon,,,,Lens,,,,Head-to-Head,
23,Sun,2023-02-12,,Toulouse,,,,Rennes,,,,Head-to-Head,
23,Sun,2023-02-12,,Reims,,,,Troyes,,,,Head-to-Head,
23,Sun,2023-02-12,,Clermont Foot,,,,Marseille,,,,Head-to-Head,
,,,,,,,,,,,,,
24,Sun,2023-02-19,,Auxerre,,,,Lyon,,,,Head-to-Head,
24,Sun,2023-02-19,,Brest,,,,Monaco,,,,Head-to-Head,
24,Sun,2023-02-19,,Troyes,,,,Montpellier,,,,Head-to-Head,
24,Sun,2023-02-19,,Toulouse,,,,Marseille,,,,Head-to-Head,
24,Sun,2023-02-19,,Lorient,,,,Ajaccio,,,,Head-to-Head,
24,Sun,2023-02-19,,Rennes,,,,Clermont Foot,,,,Head-to-Head,
24,Sun,2023-02-19,,Paris S-G,,,,Lille,,,,Head-to-Head,
24,Sun,2023-02-19,,Nice,,,,Reims,,,,Head-to-Head,
24,Sun,2023-02-19,,Lens,,,,Nantes,,,,Head-to-Head,
24,Sun,2023-02-19,,Strasbourg,,,,Angers,,,,Head-to-Head,
,,,,,,,,,,,,,
25,Sun,2023-02-26,,Lille,,,,Brest,,,,Head-to-Head,
25,Sun,2023-02-26,,Montpellier,,,,Lens,,,,Head-to-Head,
25,Sun,2023-02-26,,Marseille,,,,Paris S-G,,,,Head-to-Head,
25,Sun,2023-02-26,,Lorient,,,,Auxerre,,,,Head-to-Head,
25,Sun,2023-02-26,,Reims,,,,Toulouse,,,,Head-to-Head,
25,Sun,2023-02-26,,Ajaccio,,,,Troyes,,,,Head-to-Head,
25,Sun,2023-02-26,,Nantes,,,,Rennes,,,,Head-to-Head,
25,Sun,2023-02-26,,Clermont Foot,,,,Strasbourg,,,,Head-to-Head,
25,Sun,2023-02-26,,Angers,,,,Lyon,,,,Head-to-Head,
25,Sun,2023-02-26,,Monaco,,,,Nice,,,,Head-to-Head,
,,,,,,,,,,,,,
26,Sun,2023-03-05,,Nice,,,,Auxerre,,,,Head-to-Head,
26,Sun,2023-03-05,,Lyon,,,,Lorient,,,,Head-to-Head,
26,Sun,2023-03-05,,Troyes,,,,Monaco,,,,Head-to-Head,
26,Sun,2023-03-05,,Reims,,,,Ajaccio,,,,Head-to-Head,
26,Sun,2023-03-05,,Montpellier,,,,Angers,,,,Head-to-Head,
26,Sun,2023-03-05,,Strasbourg,,,,Brest,,,,Head-to-Head,
26,Sun,2023-03-05,,Rennes,,,,Marseille,,,,Head-to-Head,
26,Sun,2023-03-05,,Lens,,,,Lille,,,,Head-to-Head,
26,Sun,2023-03-05,,Toulouse,,,,Clermont Foot,,,,Head-to-Head,
26,Sun,2023-03-05,,Paris S-G,,,,Nantes,,,,Head-to-Head,
,,,,,,,,,,,,,
27,Sun,2023-03-12,,Nantes,,,,Nice,,,,Head-to-Head,
27,Sun,2023-03-12,,Lorient,,,,Troyes,,,,Head-to-Head,
27,Sun,2023-03-12,,Angers,,,,Toulouse,,,,Head-to-Head,
27,Sun,2023-03-12,,Monaco,,,,Reims,,,,Head-to-Head,
27,Sun,2023-03-12,,Lille,,,,Lyon,,,,Head-to-Head,
27,Sun,2023-03-12,,Clermont Foot,,,,Lens,,,,Head-to-Head,
27,Sun,2023-03-12,,Brest,,,,Paris S-G,,,,Head-to-Head,
27,Sun,2023-03-12,,Marseille,,,,Strasbourg,,,,Head-to-Head,
27,Sun,2023-03-12,,Auxerre,,,,Rennes,,,,Head-to-Head,
27,Sun,2023-03-12,,Ajaccio,,,,Montpellier,,,,Head-to-Head,
,,,,,,,,,,,,,
28,Sun,2023-03-19,,Montpellier,,,,Clermont Foot,,,,Head-to-Head,
28,Sun,2023-03-19,,Paris S-G,,,,Rennes,,,,Head-to-Head,
28,Sun,2023-03-19,,Nice,,,,Lorient,,,,Head-to-Head,
28,Sun,2023-03-19,,Ajaccio,,,,Monaco,,,,Head-to-Head,
28,Sun,2023-03-19,,Strasbourg,,,,Auxerre,,,,Head-to-Head,
28,Sun,2023-03-19,,Lens,,,,Angers,,,,Head-to-Head,
28,Sun,2023-03-19,,Reims,,,,Marseille,,,,Head-to-Head,
28,Sun,2023-03-19,,Toulouse,,,,Lille,,,,Head-to-Head,
28,Sun,2023-03-19,,Troyes,,,,Brest,,,,Head-to-Head,
28,Sun,2023-03-19,,Lyon,,,,Nantes,,,,Head-to-Head,
,,,,,,,,,,,,,
29,Sun,2023-04-02,,Marseille,,,,Montpellier,,,,Head-to-Head,
29,Sun,2023-04-02,,Auxerre,,,,Troyes,,,,Head-to-Head,
29,Sun,2023-04-02,,Angers,,,,Nice,,,,Head-to-Head,
29,Sun,2023-04-02,,Nantes,,,,Reims,,,,Head-to-Head,
29,Sun,2023-04-02,,Paris S-G,,,,Lyon,,,,Head-to-Head,
29,Sun,2023-04-02,,Rennes,,,,Lens,,,,Head-to-Head,
29,Sun,2023-04-02,,Clermont Foot,,,,Ajaccio,,,,Head-to-Head,
29,Sun,2023-04-02,,Monaco,,,,Strasbourg,,,,Head-to-Head,
29,Sun,2023-04-02,,Brest,,,,Toulouse,,,,Head-to-Head,
29,Sun,2023-04-02,,Lille,,,,Lorient,,,,Head-to-Head,
,,,,,,,,,,,,,
30,Sun,2023-04-09,,Nice,,,,Paris S-G,,,,Head-to-Head,
30,Sun,2023-04-09,,Troyes,,,,Clermont Foot,,,,Head-to-Head,
30,Sun,2023-04-09,,Montpellier,,,,Toulouse,,,,Head-to-Head,
30,Sun,2023-04-09,,Lyon,,,,Rennes,,,,Head-to-Head,
30,Sun,2023-04-09,,Ajaccio,,,,Auxerre,,,,Head-to-Head,
30,Sun,2023-04-09,,Reims,,,,Brest,,,,Head-to-Head,
30,Sun,2023-04-09,,Lorient,,,,Marseille,,,,Head-to-Head,
30,Sun,2023-04-09,,Angers,,,,Lille,,,,Head-to-Head,
30,Sun,2023-04-09,,Nantes,,,,Monaco,,,,Head-to-Head,
30,Sun,2023-04-09,,Lens,,,,Strasbourg,,,,Head-to-Head,
,,,,,,,,,,,,,
31,Sun,2023-04-16,,Lille,,,,Montpellier,,,,Head-to-Head,
31,Sun,2023-04-16,,Clermont Foot,,,,Angers,,,,Head-to-Head,
31,Sun,2023-04-16,,Toulouse,,,,Lyon,,,,Head-to-Head,
31,Sun,2023-04-16,,Paris S-G,,,,Lens,,,,Head-to-Head,
31,Sun,2023-04-16,,Auxerre,,,,Nantes,,,,Head-to-Head,
31,Sun,2023-04-16,,Strasbourg,,,,Ajaccio,,,,Head-to-Head,
31,Sun,2023-04-16,,Monaco,,,,Lorient,,,,Head-to-Head,
31,Sun,2023-04-16,,Brest,,,,Nice,,,,Head-to-Head,
31,Sun,2023-04-16,,Rennes,,,,Reims,,,,Head-to-Head,
31,Sun,2023-04-16,,Marseille,,,,Troyes,,,,Head-to-Head,
,,,,,,,,,,,,,
32,Sun,2023-04-23,,Nice,,,,Clermont Foot,,,,Head-to-Head,
32,Sun,2023-04-23,,Nantes,,,,Troyes,,,,Head-to-Head,
32,Sun,2023-04-23,,Angers,,,,Paris S-G,,,,Head-to-Head,
32,Sun,2023-04-23,,Lorient,,,,Toulouse,,,,Head-to-Head,
32,Sun,2023-04-23,,Lens,,,,Monaco,,,,Head-to-Head,
32,Sun,2023-04-23,,Lyon,,,,Marseille,,,,Head-to-Head,
32,Sun,2023-04-23,,Montpellier,,,,Rennes,,,,Head-to-Head,
32,Sun,2023-04-23,,Reims,,,,Strasbourg,,,,Head-to-Head,
32,Sun,2023-04-23,,Auxerre,,,,Lille,,,,Head-to-Head,
32,Sun,2023-04-23,,Ajaccio,,,,Brest,,,,Head-to-Head,
,,,,,,,,,,,,,
33,Sun,2023-04-30,,Lille,,,,Ajaccio,,,,Head-to-Head,
33,Sun,2023-04-30,,Rennes,,,,Angers,,,,Head-to-Head,
33,Sun,2023-04-30,,Marseille,,,,Auxerre,,,,Head-to-Head,
33,Sun,2023-04-30,,Clermont Foot,,,,Reims,,,,Head-to-Head,
33,Sun,2023-04-30,,Paris S-G,,,,Lorient,,,,Head-to-Head,
33,Sun,2023-04-30,,Monaco,,,,Montpellier,,,,Head-to-Head,
33,Sun,2023-04-30,,Toulouse,,,,Lens,,,,Head-to-Head,
33,Sun,2023-04-30,,Strasbourg,,,,Lyon,,,,Head-to-Head,
33,Sun,2023-04-30,,Brest,,,,Nantes,,,,Head-to-Head,
33,Sun,2023-04-30,,Troyes,,,,Nice,,,,Head-to-Head,
,,,,,,,,,,,,,
34,Sun,2023-05-07,,Nice,,,,Rennes,,,,Head-to-Head,
34,Sun,2023-05-07,,Troyes,,,,Paris S-G,,,,Head-to-Head,
34,Sun,2023-05-07,,Lorient,,,,Brest,,,,Head-to-Head,
34,Sun,2023-05-07,,Nantes,,,,Strasbourg,,,,Head-to-Head,
34,Sun,2023-05-07,,Auxerre,,,,Clermont Foot,,,,Head-to-Head,
34,Sun,2023-05-07,,Ajaccio,,,,Toulouse,,,,Head-to-Head,
34,Sun,2023-05-07,,Lens,,,,Marseille,,,,Head-to-Head,
34,Sun,2023-05-07,,Lyon,,,,Montpellier,,,,Head-to-Head,
34,Sun,2023-05-07,,Reims,,,,Lille,,,,Head-to-Head,
34,Sun,2023-05-07,,Angers,,,,Monaco,,,,Head-to-Head,
,,,,,,,,,,,,,
35,Sun,2023-05-14,,Marseille,,,,Angers,,,,Head-to-Head,
35,Sun,2023-05-14,,Monaco,,,,Lille,,,,Head-to-Head,
35,Sun,2023-05-14,,Paris S-G,,,,Ajaccio,,,,Head-to-Head,
35,Sun,2023-05-14,,Brest,,,,Auxerre,,,,Head-to-Head,
35,Sun,2023-05-14,,Clermont Foot,,,,Lyon,,,,Head-to-Head,
35,Sun,2023-05-14,,Rennes,,,,Troyes,,,,Head-to-Head,
35,Sun,2023-05-14,,Toulouse,,,,Nantes,,,,Head-to-Head,
35,Sun,2023-05-14,,Strasbourg,,,,Nice,,,,Head-to-Head,
35,Sun,2023-05-14,,Lens,,,,Reims,,,,Head-to-Head,
35,Sun,2023-05-14,,Montpellier,,,,Lorient,,,,Head-to-Head,
,,,,,,,,,,,,,
36,Sun,2023-05-21,,Lorient,,,,Lens,,,,Head-to-Head,
36,Sun,2023-05-21,,Lille,,,,Marseille,,,,Head-to-Head,
36,Sun,2023-05-21,,Ajaccio,,,,Rennes,,,,Head-to-Head,
36,Sun,2023-05-21,,Auxerre,,,,Paris S-G,,,,Head-to-Head,
36,Sun,2023-05-21,,Troyes,,,,Strasbourg,,,,Head-to-Head,
36,Sun,2023-05-21,,Lyon,,,,Monaco,,,,Head-to-Head,
36,Sun,2023-05-21,,Nice,,,,Toulouse,,,,Head-to-Head,
36,Sun,2023-05-21,,Reims,,,,Angers,,,,Head-to-Head,
36,Sun,2023-05-21,,Brest,,,,Clermont Foot,,,,Head-to-Head,
36,Sun,2023-05-21,,Nantes,,,,Montpellier,,,,Head-to-Head,
,,,,,,,,,,,,,
37,Sat,2023-05-27,,Clermont Foot,,,,Lorient,,,,Head-to-Head,
37,Sat,2023-05-27,,Angers,,,,Troyes,,,,Head-to-Head,
37,Sat,2023-05-27,,Montpellier,,,,Nice,,,,Head-to-Head,
37,Sat,2023-05-27,,Lens,,,,Ajaccio,,,,Head-to-Head,
37,Sat,2023-05-27,,Strasbourg,,,,Paris S-G,,,,Head-to-Head,
37,Sat,2023-05-27,,Marseille,,,,Brest,,,,Head-to-Head,
37,Sat,2023-05-27,,Lyon,,,,Reims,,,,Head-to-Head,
37,Sat,2023-05-27,,Rennes,,,,Monaco,,,,Head-to-Head,
37,Sat,2023-05-27,,Toulouse,,,,Auxerre,,,,Head-to-Head,
37,Sat,2023-05-27,,Lille,,,,Nantes,,,,Head-to-Head,
,,,,,,,,,,,,,
38,Sat,2023-06-03,,Lorient,,,,Strasbourg,,,,Head-to-Head,
38,Sat,2023-06-03,,Auxerre,,,,Lens,,,,Head-to-Head,
38,Sat,2023-06-03,,Troyes,,,,Lille,,,,Head-to-Head,
38,Sat,2023-06-03,,Nantes,,,,Angers,,,,Head-to-Head,
38,Sat,2023-06-03,,Reims,,,,Montpellier,,,,Head-to-Head,
38,Sat,2023-06-03,,Ajaccio,,,,Marseille,,,,Head-to-Head,
38,Sat,2023-06-03,,Monaco,,,,Toulouse,,,,Head-to-Head,
38,Sat,2023-06-03,,Paris S-G,,,,Clermont Foot,,,,Head-to-Head,
38,Sat,2023-06-03,,Nice,,,,Lyon,,,,Head-to-Head,
38,Sat,2023-06-03,,Brest,,,,Rennes,,,,Head-to-Head,
