Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
23,Sat,2023-03-04,,Mainz 05,,,,Hoffenheim,,Opel Arena,,Head-to-Head,
23,Sat,2023-03-04,,Wolfsburg,,,,Eint Frankfurt,,Volkswagen Arena,,Head-to-Head,
23,Sat,2023-03-04,,Union Berlin,,,,Köln,,Stadion An der Alten Försterei,,Head-to-Head,
,,,,,,,,,,,,,
24,Sat,2023-03-11,,Bayern Munich,,,,Augsburg,,Allianz Arena,,Head-to-Head,
24,Sat,2023-03-11,,Hertha BSC,,,,Mainz 05,,Olympiastadion Berlin,,Head-to-Head,
24,Sat,2023-03-11,,Wolfsburg,,,,Union Berlin,,Volkswagen Arena,,Head-to-Head,
24,Sat,2023-03-11,,Eint Frankfurt,,,,Stuttgart,,Commerzbank-Arena,,Head-to-Head,
24,Sat,2023-03-11,,RB Leipzig,,,,M'Gladbach,,Red Bull Arena,,Head-to-Head,
24,Sat,2023-03-11,,Werder Bremen,,,,Leverkusen,,Weserstadion,,Head-to-Head,
24,Sat,2023-03-11,,Schalke 04,,,,Dortmund,,Veltins-Arena,,Head-to-Head,
24,Sat,2023-03-11,,Freiburg,,,,Hoffenheim,,Europa-Park Stadion,,Head-to-Head,
24,Sat,2023-03-11,,Köln,,,,Bochum,,RheinEnergieSTADION,,Head-to-Head,
,,,,,,,,,,,,,
25,Sat,2023-03-18,,Mainz 05,,,,Freiburg,,Opel Arena,,Head-to-Head,
25,Sat,2023-03-18,,Leverkusen,,,,Bayern Munich,,BayArena,,Head-to-Head,
25,Sat,2023-03-18,,Hoffenheim,,,,Hertha BSC,,PreZero Arena,,Head-to-Head,
25,Sat,2023-03-18,,M'Gladbach,,,,Werder Bremen,,Stadion im Borussia-Park,,Head-to-Head,
25,Sat,2023-03-18,,Dortmund,,,,Köln,,Signal Iduna Park,,Head-to-Head,
25,Sat,2023-03-18,,Bochum,,,,RB Leipzig,,Vonovia Ruhrstadion,,Head-to-Head,
25,Sat,2023-03-18,,Stuttgart,,,,Wolfsburg,,Mercedes-Benz Arena,,Head-to-Head,
25,Sat,2023-03-18,,Union Berlin,,,,Eint Frankfurt,,Stadion An der Alten Försterei,,Head-to-Head,
25,Sat,2023-03-18,,Augsburg,,,,Schalke 04,,WWK Arena,,Head-to-Head,
,,,,,,,,,,,,,
26,Sat,2023-04-01,,RB Leipzig,,,,Mainz 05,,Red Bull Arena,,Head-to-Head,
26,Sat,2023-04-01,,Eint Frankfurt,,,,Bochum,,Commerzbank-Arena,,Head-to-Head,
26,Sat,2023-04-01,,Schalke 04,,,,Leverkusen,,Veltins-Arena,,Head-to-Head,
26,Sat,2023-04-01,,Köln,,,,M'Gladbach,,RheinEnergieSTADION,,Head-to-Head,
26,Sat,2023-04-01,,Wolfsburg,,,,Augsburg,,Volkswagen Arena,,Head-to-Head,
26,Sat,2023-04-01,,Union Berlin,,,,Stuttgart,,Stadion An der Alten Försterei,,Head-to-Head,
26,Sat,2023-04-01,,Freiburg,,,,Hertha BSC,,Europa-Park Stadion,,Head-to-Head,
26,Sat,2023-04-01,,Bayern Munich,,,,Dortmund,,Allianz Arena,,Head-to-Head,
26,Sat,2023-04-01,,Werder Bremen,,,,Hoffenheim,,Weserstadion,,Head-to-Head,
,,,,,,,,,,,,,
27,Sat,2023-04-08,,Freiburg,,,,Bayern Munich,,Europa-Park Stadion,,Head-to-Head,
27,Sat,2023-04-08,,M'Gladbach,,,,Wolfsburg,,Stadion im Borussia-Park,,Head-to-Head,
27,Sat,2023-04-08,,Hertha BSC,,,,RB Leipzig,,Olympiastadion Berlin,,Head-to-Head,
27,Sat,2023-04-08,,Leverkusen,,,,Eint Frankfurt,,BayArena,,Head-to-Head,
27,Sat,2023-04-08,,Bochum,,,,Stuttgart,,Vonovia Ruhrstadion,,Head-to-Head,
27,Sat,2023-04-08,,Hoffenheim,,,,Schalke 04,,PreZero Arena,,Head-to-Head,
27,Sat,2023-04-08,,Dortmund,,,,Union Berlin,,Signal Iduna Park,,Head-to-Head,
27,Sat,2023-04-08,,Mainz 05,,,,Werder Bremen,,Opel Arena,,Head-to-Head,
27,Sat,2023-04-08,,Augsburg,,,,Köln,,WWK Arena,,Head-to-Head,
,,,,,,,,,,,,,
28,Sat,2023-04-15,,Union Berlin,,,,Bochum,,Stadion An der Alten Försterei,,Head-to-Head,
28,Sat,2023-04-15,,RB Leipzig,,,,Augsburg,,Red Bull Arena,,Head-to-Head,
28,Sat,2023-04-15,,Stuttgart,,,,Dortmund,,Mercedes-Benz Arena,,Head-to-Head,
28,Sat,2023-04-15,,Werder Bremen,,,,Freiburg,,Weserstadion,,Head-to-Head,
28,Sat,2023-04-15,,Eint Frankfurt,,,,M'Gladbach,,Commerzbank-Arena,,Head-to-Head,
28,Sat,2023-04-15,,Köln,,,,Mainz 05,,RheinEnergieSTADION,,Head-to-Head,
28,Sat,2023-04-15,,Wolfsburg,,,,Leverkusen,,Volkswagen Arena,,Head-to-Head,
28,Sat,2023-04-15,,Schalke 04,,,,Hertha BSC,,Veltins-Arena,,Head-to-Head,
28,Sat,2023-04-15,,Bayern Munich,,,,Hoffenheim,,Allianz Arena,,Head-to-Head,
,,,,,,,,,,,,,
29,Sat,2023-04-22,,Freiburg,,,,Schalke 04,,Europa-Park Stadion,,Head-to-Head,
29,Sat,2023-04-22,,M'Gladbach,,,,Union Berlin,,Stadion im Borussia-Park,,Head-to-Head,
29,Sat,2023-04-22,,Bochum,,,,Wolfsburg,,Vonovia Ruhrstadion,,Head-to-Head,
29,Sat,2023-04-22,,Augsburg,,,,Stuttgart,,WWK Arena,,Head-to-Head,
29,Sat,2023-04-22,,Leverkusen,,,,RB Leipzig,,BayArena,,Head-to-Head,
29,Sat,2023-04-22,,Dortmund,,,,Eint Frankfurt,,Signal Iduna Park,,Head-to-Head,
29,Sat,2023-04-22,,Mainz 05,,,,Bayern Munich,,Opel Arena,,Head-to-Head,
29,Sat,2023-04-22,,Hertha BSC,,,,Werder Bremen,,Olympiastadion Berlin,,Head-to-Head,
29,Sat,2023-04-22,,Hoffenheim,,,,Köln,,PreZero Arena,,Head-to-Head,
,,,,,,,,,,,,,
30,Sat,2023-04-29,,Schalke 04,,,,Werder Bremen,,Veltins-Arena,,Head-to-Head,
30,Sat,2023-04-29,,Eint Frankfurt,,,,Augsburg,,Commerzbank-Arena,,Head-to-Head,
30,Sat,2023-04-29,,Köln,,,,Freiburg,,RheinEnergieSTADION,,Head-to-Head,
30,Sat,2023-04-29,,Bayern Munich,,,,Hertha BSC,,Allianz Arena,,Head-to-Head,
30,Sat,2023-04-29,,RB Leipzig,,,,Hoffenheim,,Red Bull Arena,,Head-to-Head,
30,Sat,2023-04-29,,Union Berlin,,,,Leverkusen,,Stadion An der Alten Försterei,,Head-to-Head,
30,Sat,2023-04-29,,Bochum,,,,Dortmund,,Vonovia Ruhrstadion,,Head-to-Head,
30,Sat,2023-04-29,,Wolfsburg,,,,Mainz 05,,Volkswagen Arena,,Head-to-Head,
30,Sat,2023-04-29,,Stuttgart,,,,M'Gladbach,,Mercedes-Benz Arena,,Head-to-Head,
,,,,,,,,,,,,,
31,Sat,2023-05-06,,Dortmund,,,,Wolfsburg,,Signal Iduna Park,,Head-to-Head,
31,Sat,2023-05-06,,Hoffenheim,,,,Eint Frankfurt,,PreZero Arena,,Head-to-Head,
31,Sat,2023-05-06,,Augsburg,,,,Union Berlin,,WWK Arena,,Head-to-Head,
31,Sat,2023-05-06,,Freiburg,,,,RB Leipzig,,Europa-Park Stadion,,Head-to-Head,
31,Sat,2023-05-06,,Leverkusen,,,,Köln,,BayArena,,Head-to-Head,
31,Sat,2023-05-06,,Werder Bremen,,,,Bayern Munich,,Weserstadion,,Head-to-Head,
31,Sat,2023-05-06,,Mainz 05,,,,Schalke 04,,Opel Arena,,Head-to-Head,
31,Sat,2023-05-06,,Hertha BSC,,,,Stuttgart,,Olympiastadion Berlin,,Head-to-Head,
31,Sat,2023-05-06,,M'Gladbach,,,,Bochum,,Stadion im Borussia-Park,,Head-to-Head,
,,,,,,,,,,,,,
32,Sat,2023-05-13,,Köln,,,,Hertha BSC,,RheinEnergieSTADION,,Head-to-Head,
32,Sat,2023-05-13,,Bayern Munich,,,,Schalke 04,,Allianz Arena,,Head-to-Head,
32,Sat,2023-05-13,,Bochum,,,,Augsburg,,Vonovia Ruhrstadion,,Head-to-Head,
32,Sat,2023-05-13,,Stuttgart,,,,Leverkusen,,Mercedes-Benz Arena,,Head-to-Head,
32,Sat,2023-05-13,,Wolfsburg,,,,Hoffenheim,,Volkswagen Arena,,Head-to-Head,
32,Sat,2023-05-13,,Union Berlin,,,,Freiburg,,Stadion An der Alten Försterei,,Head-to-Head,
32,Sat,2023-05-13,,Dortmund,,,,M'Gladbach,,Signal Iduna Park,,Head-to-Head,
32,Sat,2023-05-13,,RB Leipzig,,,,Werder Bremen,,Red Bull Arena,,Head-to-Head,
32,Sat,2023-05-13,,Eint Frankfurt,,,,Mainz 05,,Commerzbank-Arena,,Head-to-Head,
,,,,,,,,,,,,,
33,Sat,2023-05-20,,Freiburg,,,,Wolfsburg,,Europa-Park Stadion,,Head-to-Head,
33,Sat,2023-05-20,,Mainz 05,,,,Stuttgart,,Opel Arena,,Head-to-Head,
33,Sat,2023-05-20,,Leverkusen,,,,M'Gladbach,,BayArena,,Head-to-Head,
33,Sat,2023-05-20,,Schalke 04,,,,Eint Frankfurt,,Veltins-Arena,,Head-to-Head,
33,Sat,2023-05-20,,Werder Bremen,,,,Köln,,Weserstadion,,Head-to-Head,
33,Sat,2023-05-20,,Augsburg,,,,Dortmund,,WWK Arena,,Head-to-Head,
33,Sat,2023-05-20,,Bayern Munich,,,,RB Leipzig,,Allianz Arena,,Head-to-Head,
33,Sat,2023-05-20,,Hoffenheim,,,,Union Berlin,,PreZero Arena,,Head-to-Head,
33,Sat,2023-05-20,,Hertha BSC,,,,Bochum,,Olympiastadion Berlin,,Head-to-Head,
,,,,,,,,,,,,,
34,Sat,2023-05-27,,Union Berlin,,,,Werder Bremen,,Stadion An der Alten Försterei,,Head-to-Head,
34,Sat,2023-05-27,,Köln,,,,Bayern Munich,,RheinEnergieSTADION,,Head-to-Head,
34,Sat,2023-05-27,,M'Gladbach,,,,Augsburg,,Stadion im Borussia-Park,,Head-to-Head,
34,Sat,2023-05-27,,Bochum,,,,Leverkusen,,Vonovia Ruhrstadion,,Head-to-Head,
34,Sat,2023-05-27,,Eint Frankfurt,,,,Freiburg,,Commerzbank-Arena,,Head-to-Head,
34,Sat,2023-05-27,,RB Leipzig,,,,Schalke 04,,Red Bull Arena,,Head-to-Head,
34,Sat,2023-05-27,,Dortmund,,,,Mainz 05,,Signal Iduna Park,,Head-to-Head,
34,Sat,2023-05-27,,Stuttgart,,,,Hoffenheim,,Mercedes-Benz Arena,,Head-to-Head,
34,Sat,2023-05-27,,Wolfsburg,,,,Hertha BSC,,Volkswagen Arena,,Head-to-Head,
