,ID,Category,Date,Name,Score,Active
321,321,Hockey,2022-11-25,Chicago Blackhawks - Montreal Canadiens,2 - 3,False
322,322,Hockey,2022-11-25,Dallas Stars - Winnipeg Jets,4 - 5,False
323,323,Hockey,2022-11-25,Detroit Red Wings - Arizona Coyotes,4 - 3,False
324,324,Hockey,2022-11-25,Minnesota Wild - Toronto Maple Leafs,3 - 4,False
325,325,Hockey,2022-11-25,Philadelphia Flyers - Pittsburgh Penguins,1 - 4,False
326,326,Hockey,2022-11-25,San Jose Sharks - Los Angeles Kings,2 - 5,False
327,327,Hockey,2022-11-25,Tampa Bay Lightning - St. Louis Blues,5 - 2,False
328,328,Hockey,2022-11-25,Vegas Golden Knights - Seattle Kraken,2 - 4,False
329,329,Hockey,2022-11-25,Washington Capitals - Calgary Flames,3 - 0,False
330,330,Hockey,2022-11-26,Carolina Hurricanes - Calgary Flames,3 - 2,False
331,331,Hockey,2022-11-26,Colorado Avalanche - Dallas Stars,4 - 1,False
332,332,Hockey,2022-11-26,Florida Panthers - St. Louis Blues,4 - 5,False
333,333,Hockey,2022-11-26,New Jersey Devils - Washington Capitals,5 - 1,False
334,334,Hockey,2022-11-26,New York Islanders - Philadelphia Flyers,5 - 2,False
335,335,Hockey,2022-11-26,New York Rangers - Edmonton Oilers,3 - 4,False
336,336,Hockey,2022-11-26,Pittsburgh Penguins - Toronto Maple Leafs,1 - 4,False
337,337,Hockey,2022-11-26,Vegas Golden Knights - Vancouver Canucks,1 - 5,False
338,338,Hockey,2022-11-27,Anaheim Ducks - Seattle Kraken,4 - 5,False
339,339,Hockey,2022-11-27,Chicago Blackhawks - Winnipeg Jets,2 - 7,False
340,340,Hockey,2022-11-27,Los Angeles Kings - Ottawa Senators,2 - 3,False
341,341,Hockey,2022-11-27,Minnesota Wild - Arizona Coyotes,4 - 3,False
342,342,Hockey,2022-11-27,San Jose Sharks - Vancouver Canucks,3 - 4,False
343,343,Hockey,2022-11-28,Buffalo Sabres - Tampa Bay Lightning,5 - 6,False
344,344,Hockey,2022-11-28,Columbus Blue Jackets - Vegas Golden Knights,2 - 3,False
345,345,Hockey,2022-11-28,Detroit Red Wings - Toronto Maple Leafs,2 - 4,False
346,346,Hockey,2022-11-28,Edmonton Oilers - Florida Panthers,4 - 3,False
347,347,Hockey,2022-11-28,New York Rangers - New Jersey Devils,3 - 5,False
348,348,Hockey,2022-11-28,St. Louis Blues - Dallas Stars,1 - 4,False
349,349,Hockey,2022-11-29,Boston Bruins - Tampa Bay Lightning,3 - 1,False
350,350,Hockey,2022-11-29,Calgary Flames - Florida Panthers,6 - 2,False
351,351,Hockey,2022-11-29,Los Angeles Kings - Seattle Kraken,8 - 9,False
352,352,Hockey,2022-11-29,Montreal Canadiens - San Jose Sharks,0 - 4,False
353,353,Hockey,2022-11-29,Nashville Predators - Anaheim Ducks,2 - 1,False
354,354,Hockey,2022-11-29,Philadelphia Flyers - New York Islanders,3 - 1,False
355,355,Hockey,2022-11-29,Pittsburgh Penguins - Carolina Hurricanes,2 - 3,False
356,356,Hockey,2022-11-29,Vancouver Canucks - Washington Capitals,1 - 5,False
357,357,Hockey,2022-11-29,Winnipeg Jets - Colorado Avalanche,5 - 0,False
358,358,Hockey,2022-11-30,Chicago Blackhawks - Edmonton Oilers,4 - 5,False
359,359,Hockey,2022-11-30,Detroit Red Wings - Buffalo Sabres,4 - 5,False
360,360,Hockey,2022-11-30,Ottawa Senators - New York Rangers,1 - 3,False
361,361,Hockey,2022-11-30,Toronto Maple Leafs - San Jose Sharks,3 - 1,False
362,362,Hockey,2022-12-01,Buffalo Sabres - Colorado Avalanche,4 - 6,False
363,363,Hockey,2022-12-01,Calgary Flames - Montreal Canadiens,1 - 2,False
364,364,Hockey,2022-12-01,Dallas Stars - Anaheim Ducks,5 - 0,False
365,365,Hockey,2022-12-01,Los Angeles Kings - Arizona Coyotes,5 - 3,False
366,366,Hockey,2022-12-01,Minnesota Wild - Edmonton Oilers,5 - 3,False
367,367,Hockey,2022-12-01,New Jersey Devils - Nashville Predators,3 - 4,False
368,368,Hockey,2022-12-01,Philadelphia Flyers - Tampa Bay Lightning,1 - 4,False
369,369,Hockey,2022-12-01,Pittsburgh Penguins - Vegas Golden Knights,4 - 3,False
370,370,Hockey,2022-12-01,Seattle Kraken - Washington Capitals,3 - 2,False
371,371,Hockey,2022-12-01,St. Louis Blues - Carolina Hurricanes,4 - 6,False
372,372,Hockey,2022-12-01,Vancouver Canucks - Florida Panthers,1 - 5,False
373,373,Hockey,2022-12-02,New York Islanders - Nashville Predators,1 - 4,False
374,374,Hockey,2022-12-02,New York Rangers - Ottawa Senators,2 - 3,False
375,375,Hockey,2022-12-02,Winnipeg Jets - Columbus Blue Jackets,1 - 4,False
376,376,Hockey,2022-12-03,Boston Bruins - Colorado Avalanche,5 - 1,False
377,377,Hockey,2022-12-03,Calgary Flames - Washington Capitals,5 - 2,False
378,378,Hockey,2022-12-03,Detroit Red Wings - Vegas Golden Knights,1 - 4,False
379,379,Hockey,2022-12-03,Edmonton Oilers - Montreal Canadiens,5 - 3,False
380,380,Hockey,2022-12-03,Los Angeles Kings - Carolina Hurricanes,2 - 4,False
381,381,Hockey,2022-12-03,Minnesota Wild - Anaheim Ducks,5 - 4,False
382,382,Hockey,2022-12-03,New York Rangers - Chicago Blackhawks,2 - 5,False
383,383,Hockey,2022-12-03,Ottawa Senators - San Jose Sharks,5 - 2,False
384,384,Hockey,2022-12-03,Philadelphia Flyers - New Jersey Devils,2 - 3,False
385,385,Hockey,2022-12-03,Pittsburgh Penguins - St. Louis Blues,6 - 2,False
386,386,Hockey,2022-12-03,Seattle Kraken - Florida Panthers,1 - 5,False
387,387,Hockey,2022-12-03,Tampa Bay Lightning - Toronto Maple Leafs,4 - 3,False
388,388,Hockey,2022-12-03,Vancouver Canucks - Arizona Coyotes,3 - 2,False
389,389,Hockey,2022-12-04,Buffalo Sabres - San Jose Sharks,6 - 3,False
390,390,Hockey,2022-12-04,Columbus Blue Jackets - Detroit Red Wings,2 - 4,False
391,391,Hockey,2022-12-04,Dallas Stars - Minnesota Wild,5 - 6,False
392,392,Hockey,2022-12-04,New York Islanders - Chicago Blackhawks,3 - 0,False
393,393,Hockey,2022-12-04,Winnipeg Jets - Anaheim Ducks,5 - 2,False
394,394,Hockey,2022-12-05,Boston Bruins - Vegas Golden Knights,3 - 4,False
395,395,Hockey,2022-12-05,Calgary Flames - Arizona Coyotes,3 - 2,False
396,396,Hockey,2022-12-05,Edmonton Oilers - Washington Capitals,2 - 3,False
397,397,Hockey,2022-12-05,New York Rangers - St. Louis Blues,6 - 4,False
398,398,Hockey,2022-12-05,Philadelphia Flyers - Colorado Avalanche,5 - 3,False
399,399,Hockey,2022-12-05,Vancouver Canucks - Montreal Canadiens,7 - 6,False
400,400,Hockey,2022-12-06,Anaheim Ducks - Carolina Hurricanes,4 - 3,False
401,401,Hockey,2022-12-06,Dallas Stars - Toronto Maple Leafs,0 - 4,False
402,402,Hockey,2022-12-06,New Jersey Devils - Chicago Blackhawks,3 - 0,False
403,403,Hockey,2022-12-06,New York Islanders - St. Louis Blues,4 - 7,False
404,404,Hockey,2022-12-06,Ottawa Senators - Los Angeles Kings,2 - 5,False
405,405,Hockey,2022-12-06,Pittsburgh Penguins - Columbus Blue Jackets,4 - 1,False
406,406,Hockey,2022-12-06,Seattle Kraken - Montreal Canadiens,2 - 4,False
407,407,Hockey,2022-12-06,Tampa Bay Lightning - Detroit Red Wings,2 - 4,False
408,408,Hockey,2022-12-06,Winnipeg Jets - Florida Panthers,5 - 2,False
409,409,Hockey,2022-12-07,Columbus Blue Jackets - Buffalo Sabres,4 - 9,False
410,410,Hockey,2022-12-07,Calgary Flames - Minnesota Wild,5 - 3,False
411,411,Hockey,2022-12-07,Colorado Avalanche - Boston Bruins,0 - 4,False
412,412,Hockey,2022-12-07,Edmonton Oilers - Arizona Coyotes,8 - 2,False
413,413,Hockey,2022-12-07,Philadelphia Flyers - Washington Capitals,1 - 4,False
414,414,Hockey,2022-12-07,San Jose Sharks - Vancouver Canucks,5 - 6,False
415,415,Hockey,2022-12-07,Vegas Golden Knights - New York Rangers,1 - 5,False
416,416,Hockey,2022-12-08,Dallas Stars - Ottawa Senators,4 - 3,False
417,417,Hockey,2022-12-08,Florida Panthers - Detroit Red Wings,5 - 1,False
418,418,Hockey,2022-12-08,St. Louis Blues - Winnipeg Jets,2 - 5,False
419,419,Hockey,2022-12-08,Tampa Bay Lightning - Nashville Predators,5 - 2,False
420,420,Hockey,2022-12-08,Toronto Maple Leafs - Los Angeles Kings,5 - 0,False
421,421,Hockey,2022-12-09,Anaheim Ducks - San Jose Sharks,,False
422,422,Hockey,2022-12-09,Arizona Coyotes - Boston Bruins,,False
423,423,Hockey,2022-12-09,Buffalo Sabres - Pittsburgh Penguins,,False
424,424,Hockey,2022-12-09,Columbus Blue Jackets - Calgary Flames,,False
425,425,Hockey,2022-12-09,Chicago Blackhawks - Winnipeg Jets,,False
426,426,Hockey,2022-12-09,Colorado Avalanche - New York Rangers,,False
427,427,Hockey,2022-12-09,Edmonton Oilers - Minnesota Wild,,False
428,428,Hockey,2022-12-09,New Jersey Devils - New York Islanders,,False
429,429,Hockey,2022-12-09,Vegas Golden Knights - Philadelphia Flyers,,False
430,430,Hockey,2022-12-09,Washington Capitals - Seattle Kraken,,False
431,431,Hockey,2022-12-10,Dallas Stars - Detroit Red Wings,,True
432,432,Hockey,2022-12-10,Montreal Canadiens - Los Angeles Kings,,True
433,433,Hockey,2022-12-10,Nashville Predators - Ottawa Senators,,True
434,434,Hockey,2022-12-10,New York Islanders - Carolina Hurricanes,,True
435,435,Hockey,2022-12-10,Pittsburgh Penguins - Buffalo Sabres,,True
436,436,Hockey,2022-12-10,Tampa Bay Lightning - Florida Panthers,,True
437,437,Hockey,2022-12-10,Toronto Maple Leafs - Calgary Flames,,True
438,438,Hockey,2022-12-10,Vancouver Canucks - Minnesota Wild,,True
439,439,Hockey,2022-12-11,Arizona Coyotes - Philadelphia Flyers,,True
440,440,Hockey,2022-12-11,Columbus Blue Jackets - Los Angeles Kings,,True
441,441,Hockey,2022-12-11,Florida Panthers - Seattle Kraken,,True
442,442,Hockey,2022-12-11,St. Louis Blues - Colorado Avalanche,,True
443,443,Hockey,2022-12-11,Vegas Golden Knights - Boston Bruins,,True
444,444,Hockey,2022-12-11,Winnipeg Jets - Washington Capitals,,True
445,445,Hockey,2022-12-12,Minnesota Wild - Edmonton Oilers,,True
446,446,Hockey,2022-12-12,Montreal Canadiens - Calgary Flames,,True
447,447,Hockey,2022-12-12,New York Rangers - New Jersey Devils,,True
448,448,Hockey,2022-12-12,Ottawa Senators - Anaheim Ducks,,True
449,449,Hockey,2022-12-12,Pittsburgh Penguins - Dallas Stars,,True
450,450,Hockey,2022-12-12,St. Louis Blues - Nashville Predators,,True
451,451,Hockey,2022-12-13,Boston Bruins - New York Islanders,,True
452,452,Hockey,2022-12-13,Buffalo Sabres - Los Angeles Kings,,True
453,453,Hockey,2022-12-13,Chicago Blackhawks - Washington Capitals,,True
454,454,Hockey,2022-12-13,Colorado Avalanche - Philadelphia Flyers,,True
455,455,Hockey,2022-12-13,Detroit Red Wings - Carolina Hurricanes,,True
456,456,Hockey,2022-12-13,Florida Panthers - Columbus Blue Jackets,,True
457,457,Hockey,2022-12-13,New Jersey Devils - Dallas Stars,,True
458,458,Hockey,2022-12-13,Nashville Predators - Edmonton Oilers,,True
459,459,Hockey,2022-12-13,San Jose Sharks - Arizona Coyotes,,True
460,460,Hockey,2022-12-13,Tampa Bay Lightning - Seattle Kraken,,True
461,461,Hockey,2022-12-13,Toronto Maple Leafs - Anaheim Ducks,,True
462,462,Hockey,2022-12-13,Winnipeg Jets - Vegas Golden Knights,,True
463,463,Hockey,2022-12-14,Calgary Flames - Vancouver Canucks,,True
464,464,Hockey,2022-12-14,Minnesota Wild - Detroit Red Wings,,True
465,465,Hockey,2022-12-14,Ottawa Senators - Montreal Canadiens,,True
466,466,Hockey,2022-12-15,Boston Bruins - Los Angeles Kings,,True
467,467,Hockey,2022-12-15,Carolina Hurricanes - Seattle Kraken,,True
468,468,Hockey,2022-12-15,Chicago Blackhawks - Vegas Golden Knights,,True
469,469,Hockey,2022-12-15,Colorado Avalanche - Buffalo Sabres,,True
470,470,Hockey,2022-12-15,Edmonton Oilers - St. Louis Blues,,True
471,471,Hockey,2022-12-15,Florida Panthers - Pittsburgh Penguins,,True
472,472,Hockey,2022-12-15,Montreal Canadiens - Anaheim Ducks,,True
473,473,Hockey,2022-12-15,New Jersey Devils - Philadelphia Flyers,,True
474,474,Hockey,2022-12-15,New York Rangers - Toronto Maple Leafs,,True
475,475,Hockey,2022-12-15,Tampa Bay Lightning - Columbus Blue Jackets,,True
476,476,Hockey,2022-12-15,Winnipeg Jets - Nashville Predators,,True
477,477,Hockey,2022-12-15,Washington Capitals - Dallas Stars,,True
478,478,Hockey,2022-12-16,Arizona Coyotes - New York Islanders,,True
479,479,Hockey,2022-12-16,Calgary Flames - St. Louis Blues,,True
480,480,Hockey,2022-12-16,Minnesota Wild - Chicago Blackhawks,,True
481,481,Hockey,2022-12-17,Arizona Coyotes - Buffalo Sabres,,True
482,482,Hockey,2022-12-17,Boston Bruins - Columbus Blue Jackets,,True
483,483,Hockey,2022-12-17,Carolina Hurricanes - Dallas Stars,,True
484,484,Hockey,2022-12-17,Colorado Avalanche - Nashville Predators,,True
485,485,Hockey,2022-12-17,Detroit Red Wings - Ottawa Senators,,True
486,486,Hockey,2022-12-17,Edmonton Oilers - Anaheim Ducks,,True
487,487,Hockey,2022-12-17,Los Angeles Kings - San Jose Sharks,,True
488,488,Hockey,2022-12-17,Montreal Canadiens - Tampa Bay Lightning,,True
489,489,Hockey,2022-12-17,New Jersey Devils - Florida Panthers,,True
490,490,Hockey,2022-12-17,Philadelphia Flyers - New York Rangers,,True
491,491,Hockey,2022-12-17,Vancouver Canucks - Winnipeg Jets,,True
492,492,Hockey,2022-12-17,Vegas Golden Knights - New York Islanders,,True
493,493,Hockey,2022-12-17,Washington Capitals - Toronto Maple Leafs,,True
494,494,Hockey,2022-12-18,Carolina Hurricanes - Pittsburgh Penguins,,True
495,495,Hockey,2022-12-18,Chicago Blackhawks - New York Rangers,,True
496,496,Hockey,2022-12-18,Minnesota Wild - Ottawa Senators,,True
497,497,Hockey,2022-12-18,Seattle Kraken - Winnipeg Jets,,True
498,498,Hockey,2022-12-18,San Jose Sharks - Calgary Flames,,True
499,499,Hockey,2022-12-19,Arizona Coyotes - Montreal Canadiens,,True
500,500,Hockey,2022-12-19,Boston Bruins - Florida Panthers,,True
501,501,Hockey,2022-12-19,Columbus Blue Jackets - Dallas Stars,,True
502,502,Hockey,2022-12-19,Colorado Avalanche - New York Islanders,,True
503,503,Hockey,2022-12-19,Nashville Predators - Edmonton Oilers,,True
504,504,Hockey,2022-12-19,Vancouver Canucks - St. Louis Blues,,True
505,505,Hockey,2022-12-19,Vegas Golden Knights - Buffalo Sabres,,True
506,506,Hockey,2022-12-19,Washington Capitals - Detroit Red Wings,,True
507,507,Hockey,2022-12-20,Carolina Hurricanes - New Jersey Devils,,True
508,508,Hockey,2022-12-20,Los Angeles Kings - Anaheim Ducks,,True
509,509,Hockey,2022-12-20,Philadelphia Flyers - Columbus Blue Jackets,,True
510,510,Hockey,2022-12-20,Pittsburgh Penguins - New York Rangers,,True
511,511,Hockey,2022-12-20,Seattle Kraken - St. Louis Blues,,True
512,512,Hockey,2022-12-20,San Jose Sharks - Calgary Flames,,True
513,513,Hockey,2022-12-20,Toronto Maple Leafs - Tampa Bay Lightning,,True
514,514,Hockey,2022-12-20,Winnipeg Jets - Ottawa Senators,,True
515,515,Hockey,2022-12-21,Anaheim Ducks - Minnesota Wild,,True
516,516,Hockey,2022-12-21,Chicago Blackhawks - Nashville Predators,,True
517,517,Hockey,2022-12-21,Colorado Avalanche - Montreal Canadiens,,True
518,518,Hockey,2022-12-21,Dallas Stars - Edmonton Oilers,,True
519,519,Hockey,2022-12-21,Detroit Red Wings - Tampa Bay Lightning,,True
520,520,Hockey,2022-12-21,Florida Panthers - New Jersey Devils,,True
521,521,Hockey,2022-12-21,Vegas Golden Knights - Arizona Coyotes,,True
522,522,Hockey,2022-12-22,Boston Bruins - Winnipeg Jets,,True
523,523,Hockey,2022-12-22,Los Angeles Kings - Calgary Flames,,True
524,524,Hockey,2022-12-22,New York Rangers - New York Islanders,,True
525,525,Hockey,2022-12-22,Ottawa Senators - Washington Capitals,,True
526,526,Hockey,2022-12-22,Pittsburgh Penguins - Carolina Hurricanes,,True
527,527,Hockey,2022-12-22,San Jose Sharks - Minnesota Wild,,True
528,528,Hockey,2022-12-22,Toronto Maple Leafs - Philadelphia Flyers,,True
529,529,Hockey,2022-12-22,Vancouver Canucks - Seattle Kraken,,True
530,530,Hockey,2022-12-23,Anaheim Ducks - Calgary Flames,,True
531,531,Hockey,2022-12-23,Arizona Coyotes - Los Angeles Kings,,True
532,532,Hockey,2022-12-23,Buffalo Sabres - Tampa Bay Lightning,,True
533,533,Hockey,2022-12-23,Carolina Hurricanes - Philadelphia Flyers,,True
534,534,Hockey,2022-12-23,Chicago Blackhawks - Columbus Blue Jackets,,True
535,535,Hockey,2022-12-23,Dallas Stars - Montreal Canadiens,,True
536,536,Hockey,2022-12-23,Edmonton Oilers - Vancouver Canucks,,True
537,537,Hockey,2022-12-23,New Jersey Devils - Boston Bruins,,True
538,538,Hockey,2022-12-23,Nashville Predators - Colorado Avalanche,,True
539,539,Hockey,2022-12-23,New York Islanders - Florida Panthers,,True
540,540,Hockey,2022-12-23,Ottawa Senators - Detroit Red Wings,,True
541,541,Hockey,2022-12-23,Vegas Golden Knights - St. Louis Blues,,True
542,542,Hockey,2022-12-23,Washington Capitals - Winnipeg Jets,,True
543,543,Hockey,2022-12-27,Arizona Coyotes - Colorado Avalanche,,True
544,544,Hockey,2022-12-27,Carolina Hurricanes - Chicago Blackhawks,,True
545,545,Hockey,2022-12-27,Columbus Blue Jackets - Buffalo Sabres,,True
546,546,Hockey,2022-12-27,Calgary Flames - Edmonton Oilers,,True
547,547,Hockey,2022-12-27,Los Angeles Kings - Vegas Golden Knights,,True
548,548,Hockey,2022-12-27,Nashville Predators - Dallas Stars,,True
549,549,Hockey,2022-12-27,New York Islanders - Pittsburgh Penguins,,True
550,550,Hockey,2022-12-27,New York Rangers - Washington Capitals,,True
551,551,Hockey,2022-12-27,Ottawa Senators - Boston Bruins,,True
552,552,Hockey,2022-12-27,St. Louis Blues - Toronto Maple Leafs,,True
553,553,Hockey,2022-12-27,Vancouver Canucks - San Jose Sharks,,True
554,554,Hockey,2022-12-27,Winnipeg Jets - Minnesota Wild,,True
555,555,Hockey,2022-12-28,Anaheim Ducks - Vegas Golden Knights,,True
556,556,Hockey,2022-12-28,New Jersey Devils - Boston Bruins,,True
557,557,Hockey,2022-12-28,Pittsburgh Penguins - Detroit Red Wings,,True
558,558,Hockey,2022-12-28,Seattle Kraken - Calgary Flames,,True
559,559,Hockey,2022-12-28,Tampa Bay Lightning - Montreal Canadiens,,True
560,560,Hockey,2022-12-29,Arizona Coyotes - Toronto Maple Leafs,,True
561,561,Hockey,2022-12-29,Buffalo Sabres - Detroit Red Wings,,True
562,562,Hockey,2022-12-29,Colorado Avalanche - Los Angeles Kings,,True
563,563,Hockey,2022-12-29,Florida Panthers - Montreal Canadiens,,True
564,564,Hockey,2022-12-29,Minnesota Wild - Dallas Stars,,True
565,565,Hockey,2022-12-29,New York Islanders - Columbus Blue Jackets,,True
566,566,Hockey,2022-12-29,San Jose Sharks - Philadelphia Flyers,,True
567,567,Hockey,2022-12-29,St. Louis Blues - Chicago Blackhawks,,True
568,568,Hockey,2022-12-29,Tampa Bay Lightning - New York Rangers,,True
569,569,Hockey,2022-12-29,Winnipeg Jets - Vancouver Canucks,,True
570,570,Hockey,2022-12-29,Washington Capitals - Ottawa Senators,,True
571,571,Hockey,2022-12-30,Anaheim Ducks - Nashville Predators,,True
572,572,Hockey,2022-12-30,Carolina Hurricanes - Florida Panthers,,True
573,573,Hockey,2022-12-30,Pittsburgh Penguins - New Jersey Devils,,True
574,574,Hockey,2022-12-30,Seattle Kraken - Edmonton Oilers,,True
575,575,Hockey,2022-12-31,Boston Bruins - Buffalo Sabres,,True
576,576,Hockey,2022-12-31,Columbus Blue Jackets - Chicago Blackhawks,,True
577,577,Hockey,2022-12-31,Calgary Flames - Vancouver Canucks,,True
578,578,Hockey,2022-12-31,Colorado Avalanche - Toronto Maple Leafs,,True
579,579,Hockey,2022-12-31,Dallas Stars - San Jose Sharks,,True
580,580,Hockey,2022-12-31,Detroit Red Wings - Ottawa Senators,,True
581,581,Hockey,2022-12-31,Edmonton Oilers - Winnipeg Jets,,True
582,582,Hockey,2022-12-31,Los Angeles Kings - Philadelphia Flyers,,True
583,583,Hockey,2022-12-31,St. Louis Blues - Minnesota Wild,,True
584,584,Hockey,2022-12-31,Tampa Bay Lightning - Arizona Coyotes,,True
585,585,Hockey,2022-12-31,Vegas Golden Knights - Nashville Predators,,True
586,586,Hockey,2022-12-31,Washington Capitals - Montreal Canadiens,,True
587,587,Hockey,2023-01-01,Chicago Blackhawks - San Jose Sharks,,True
588,588,Hockey,2023-01-01,Florida Panthers - New York Rangers,,True
589,589,Hockey,2023-01-01,New Jersey Devils - Carolina Hurricanes,,True
590,590,Hockey,2023-01-01,Ottawa Senators - Buffalo Sabres,,True
591,591,Hockey,2023-01-01,Seattle Kraken - New York Islanders,,True
592,592,Hockey,2023-01-02,Anaheim Ducks - Philadelphia Flyers,,True
593,593,Hockey,2023-01-02,Boston Bruins - Pittsburgh Penguins,,True
594,594,Hockey,2023-01-02,Colorado Avalanche - Vegas Golden Knights,,True
595,595,Hockey,2023-01-03,Chicago Blackhawks - Tampa Bay Lightning,,True
596,596,Hockey,2023-01-03,Edmonton Oilers - Seattle Kraken,,True
597,597,Hockey,2023-01-03,Florida Panthers - Arizona Coyotes,,True
598,598,Hockey,2023-01-03,Los Angeles Kings - Dallas Stars,,True
599,599,Hockey,2023-01-03,Nashville Predators - Montreal Canadiens,,True
600,600,Hockey,2023-01-03,New York Rangers - Carolina Hurricanes,,True
601,601,Hockey,2023-01-03,Ottawa Senators - Columbus Blue Jackets,,True
602,602,Hockey,2023-01-03,Toronto Maple Leafs - St. Louis Blues,,True
603,603,Hockey,2023-01-03,Vancouver Canucks - New York Islanders,,True
604,604,Hockey,2023-01-03,Winnipeg Jets - Calgary Flames,,True
605,605,Hockey,2023-01-03,Washington Capitals - Buffalo Sabres,,True
606,606,Hockey,2023-01-04,Anaheim Ducks - Dallas Stars,,True
607,607,Hockey,2023-01-04,Detroit Red Wings - New Jersey Devils,,True
608,608,Hockey,2023-01-04,Minnesota Wild - Tampa Bay Lightning,,True
609,609,Hockey,2023-01-05,Carolina Hurricanes - Nashville Predators,,True
610,610,Hockey,2023-01-05,Columbus Blue Jackets - Washington Capitals,,True
611,611,Hockey,2023-01-05,Edmonton Oilers - New York Islanders,,True
612,612,Hockey,2023-01-05,Los Angeles Kings - Boston Bruins,,True
613,613,Hockey,2023-01-05,Montreal Canadiens - New York Rangers,,True
614,614,Hockey,2023-01-05,New Jersey Devils - St. Louis Blues,,True
615,615,Hockey,2023-01-05,Philadelphia Flyers - Arizona Coyotes,,True
616,616,Hockey,2023-01-05,Toronto Maple Leafs - Seattle Kraken,,True
617,617,Hockey,2023-01-05,Vancouver Canucks - Colorado Avalanche,,True
618,618,Hockey,2023-01-05,Vegas Golden Knights - Pittsburgh Penguins,,True
619,619,Hockey,2023-01-06,Anaheim Ducks - San Jose Sharks,,True
620,620,Hockey,2023-01-06,Calgary Flames - New York Islanders,,True
621,621,Hockey,2023-01-06,Chicago Blackhawks - Arizona Coyotes,,True
622,622,Hockey,2023-01-06,Detroit Red Wings - Florida Panthers,,True
623,623,Hockey,2023-01-06,Winnipeg Jets - Tampa Bay Lightning,,True
624,624,Hockey,2023-01-06,Washington Capitals - Nashville Predators,,True
625,625,Hockey,2023-01-07,Buffalo Sabres - Minnesota Wild,,True
626,626,Hockey,2023-01-07,Columbus Blue Jackets - Carolina Hurricanes,,True
627,627,Hockey,2023-01-07,Edmonton Oilers - Colorado Avalanche,,True
628,628,Hockey,2023-01-07,Montreal Canadiens - St. Louis Blues,,True
629,629,Hockey,2023-01-07,New Jersey Devils - New York Rangers,,True
630,630,Hockey,2023-01-07,Ottawa Senators - Seattle Kraken,,True
631,631,Hockey,2023-01-07,San Jose Sharks - Boston Bruins,,True
632,632,Hockey,2023-01-07,Toronto Maple Leafs - Detroit Red Wings,,True
633,633,Hockey,2023-01-07,Vegas Golden Knights - Los Angeles Kings,,True
634,634,Hockey,2023-01-08,Anaheim Ducks - Boston Bruins,,True
635,635,Hockey,2023-01-08,Arizona Coyotes - Pittsburgh Penguins,,True
636,636,Hockey,2023-01-08,Chicago Blackhawks - Calgary Flames,,True
637,637,Hockey,2023-01-08,Dallas Stars - Florida Panthers,,True
638,638,Hockey,2023-01-08,Minnesota Wild - St. Louis Blues,,True
639,639,Hockey,2023-01-08,Philadelphia Flyers - Toronto Maple Leafs,,True
640,640,Hockey,2023-01-08,Winnipeg Jets - Vancouver Canucks,,True
641,641,Hockey,2023-01-08,Washington Capitals - Columbus Blue Jackets,,True
642,642,Hockey,2023-01-09,Los Angeles Kings - Edmonton Oilers,,True
643,643,Hockey,2023-01-09,Montreal Canadiens - Seattle Kraken,,True
644,644,Hockey,2023-01-09,Ottawa Senators - Nashville Predators,,True
645,645,Hockey,2023-01-10,Arizona Coyotes - San Jose Sharks,,True
646,646,Hockey,2023-01-10,Buffalo Sabres - Seattle Kraken,,True
647,647,Hockey,2023-01-10,Carolina Hurricanes - New Jersey Devils,,True
648,648,Hockey,2023-01-10,Colorado Avalanche - Florida Panthers,,True
649,649,Hockey,2023-01-10,Detroit Red Wings - Winnipeg Jets,,True
650,650,Hockey,2023-01-10,New York Islanders - Dallas Stars,,True
651,651,Hockey,2023-01-10,New York Rangers - Minnesota Wild,,True
652,652,Hockey,2023-01-10,Pittsburgh Penguins - Vancouver Canucks,,True
653,653,Hockey,2023-01-10,St. Louis Blues - Calgary Flames,,True
654,654,Hockey,2023-01-10,Tampa Bay Lightning - Columbus Blue Jackets,,True
655,655,Hockey,2023-01-11,Anaheim Ducks - Edmonton Oilers,,True
656,656,Hockey,2023-01-11,Los Angeles Kings - San Jose Sharks,,True
657,657,Hockey,2023-01-11,Philadelphia Flyers - Washington Capitals,,True
658,658,Hockey,2023-01-11,Toronto Maple Leafs - Nashville Predators,,True
659,659,Hockey,2023-01-12,Arizona Coyotes - Ottawa Senators,,True
660,660,Hockey,2023-01-12,Boston Bruins - Seattle Kraken,,True
661,661,Hockey,2023-01-12,Buffalo Sabres - Winnipeg Jets,,True
662,662,Hockey,2023-01-12,Columbus Blue Jackets - Carolina Hurricanes,,True
663,663,Hockey,2023-01-12,Chicago Blackhawks - Colorado Avalanche,,True
664,664,Hockey,2023-01-12,Detroit Red Wings - Toronto Maple Leafs,,True
665,665,Hockey,2023-01-12,Montreal Canadiens - Nashville Predators,,True
666,666,Hockey,2023-01-12,New York Islanders - Minnesota Wild,,True
667,667,Hockey,2023-01-12,New York Rangers - Dallas Stars,,True
668,668,Hockey,2023-01-12,St. Louis Blues - Calgary Flames,,True
669,669,Hockey,2023-01-12,Tampa Bay Lightning - Vancouver Canucks,,True
670,670,Hockey,2023-01-12,Vegas Golden Knights - Florida Panthers,,True
671,671,Hockey,2023-01-13,Anaheim Ducks - New Jersey Devils,,True
672,672,Hockey,2023-01-13,Pittsburgh Penguins - Winnipeg Jets,,True
