,ID,Category,Date,Name,Score,Active
673,673,Hockey,2023-01-13,San Jose Sharks - Edmonton Oilers,,True
674,674,Hockey,2023-01-14,Boston Bruins - Toronto Maple Leafs,,True
675,675,Hockey,2023-01-14,Carolina Hurricanes - Pittsburgh Penguins,,True
676,676,Hockey,2023-01-14,Chicago Blackhawks - Seattle Kraken,,True
677,677,Hockey,2023-01-14,Colorado Avalanche - Ottawa Senators,,True
678,678,Hockey,2023-01-14,Dallas Stars - Calgary Flames,,True
679,679,Hockey,2023-01-14,Detroit Red Wings - Columbus Blue Jackets,,True
680,680,Hockey,2023-01-14,Florida Panthers - Vancouver Canucks,,True
681,681,Hockey,2023-01-14,Los Angeles Kings - New Jersey Devils,,True
682,682,Hockey,2023-01-14,Minnesota Wild - Arizona Coyotes,,True
683,683,Hockey,2023-01-14,Nashville Predators - Buffalo Sabres,,True
684,684,Hockey,2023-01-14,New York Islanders - Montreal Canadiens,,True
685,685,Hockey,2023-01-14,St. Louis Blues - Tampa Bay Lightning,,True
686,686,Hockey,2023-01-14,Vegas Golden Knights - Edmonton Oilers,,True
687,687,Hockey,2023-01-14,Washington Capitals - Philadelphia Flyers,,True
688,688,Hockey,2023-01-15,Carolina Hurricanes - Vancouver Canucks,,True
689,689,Hockey,2023-01-15,New York Rangers - Montreal Canadiens,,True
690,690,Hockey,2023-01-15,Winnipeg Jets - Arizona Coyotes,,True
691,691,Hockey,2023-01-16,Boston Bruins - Philadelphia Flyers,,True
692,692,Hockey,2023-01-16,Buffalo Sabres - Florida Panthers,,True
693,693,Hockey,2023-01-16,Columbus Blue Jackets - New York Rangers,,True
694,694,Hockey,2023-01-16,Colorado Avalanche - Detroit Red Wings,,True
695,695,Hockey,2023-01-16,Nashville Predators - Calgary Flames,,True
696,696,Hockey,2023-01-16,New York Islanders - Washington Capitals,,True
697,697,Hockey,2023-01-16,Pittsburgh Penguins - Anaheim Ducks,,True
698,698,Hockey,2023-01-16,Seattle Kraken - Tampa Bay Lightning,,True
699,699,Hockey,2023-01-16,San Jose Sharks - New Jersey Devils,,True
700,700,Hockey,2023-01-16,St. Louis Blues - Ottawa Senators,,True
701,701,Hockey,2023-01-16,Vegas Golden Knights - Dallas Stars,,True
702,702,Hockey,2023-01-17,Arizona Coyotes - Detroit Red Wings,,True
703,703,Hockey,2023-01-17,Chicago Blackhawks - Buffalo Sabres,,True
704,704,Hockey,2023-01-17,Edmonton Oilers - Seattle Kraken,,True
705,705,Hockey,2023-01-17,Montreal Canadiens - Winnipeg Jets,,True
706,706,Hockey,2023-01-17,Nashville Predators - Columbus Blue Jackets,,True
707,707,Hockey,2023-01-17,Philadelphia Flyers - Anaheim Ducks,,True
708,708,Hockey,2023-01-17,Toronto Maple Leafs - Florida Panthers,,True
709,709,Hockey,2023-01-17,Washington Capitals - Minnesota Wild,,True
710,710,Hockey,2023-01-18,Calgary Flames - Colorado Avalanche,,True
711,711,Hockey,2023-01-18,New York Islanders - Boston Bruins,,True
712,712,Hockey,2023-01-18,Ottawa Senators - Pittsburgh Penguins,,True
713,713,Hockey,2023-01-18,San Jose Sharks - Dallas Stars,,True
714,714,Hockey,2023-01-18,Vancouver Canucks - Tampa Bay Lightning,,True
715,715,Hockey,2023-01-19,Arizona Coyotes - Washington Capitals,,True
716,716,Hockey,2023-01-19,Buffalo Sabres - New York Islanders,,True
717,717,Hockey,2023-01-19,Carolina Hurricanes - Minnesota Wild,,True
718,718,Hockey,2023-01-19,Columbus Blue Jackets - Anaheim Ducks,,True
719,719,Hockey,2023-01-19,Edmonton Oilers - Tampa Bay Lightning,,True
720,720,Hockey,2023-01-19,Los Angeles Kings - Dallas Stars,,True
721,721,Hockey,2023-01-19,Montreal Canadiens - Florida Panthers,,True
722,722,Hockey,2023-01-19,New York Rangers - Boston Bruins,,True
723,723,Hockey,2023-01-19,Philadelphia Flyers - Chicago Blackhawks,,True
724,724,Hockey,2023-01-19,Seattle Kraken - New Jersey Devils,,True
725,725,Hockey,2023-01-19,St. Louis Blues - Nashville Predators,,True
726,726,Hockey,2023-01-19,Toronto Maple Leafs - Winnipeg Jets,,True
727,727,Hockey,2023-01-19,Vegas Golden Knights - Detroit Red Wings,,True
728,728,Hockey,2023-01-20,Pittsburgh Penguins - Ottawa Senators,,True
729,729,Hockey,2023-01-20,Vancouver Canucks - Colorado Avalanche,,True
730,730,Hockey,2023-01-21,Buffalo Sabres - Anaheim Ducks,,True
731,731,Hockey,2023-01-21,Columbus Blue Jackets - San Jose Sharks,,True
732,732,Hockey,2023-01-21,Calgary Flames - Tampa Bay Lightning,,True
733,733,Hockey,2023-01-21,Dallas Stars - Arizona Coyotes,,True
734,734,Hockey,2023-01-21,Detroit Red Wings - Philadelphia Flyers,,True
735,735,Hockey,2023-01-21,Florida Panthers - Minnesota Wild,,True
736,736,Hockey,2023-01-21,Montreal Canadiens - Toronto Maple Leafs,,True
737,737,Hockey,2023-01-21,Nashville Predators - Los Angeles Kings,,True
738,738,Hockey,2023-01-21,New York Islanders - Carolina Hurricanes,,True
739,739,Hockey,2023-01-21,Ottawa Senators - Winnipeg Jets,,True
740,740,Hockey,2023-01-21,Seattle Kraken - Colorado Avalanche,,True
741,741,Hockey,2023-01-21,St. Louis Blues - Chicago Blackhawks,,True
742,742,Hockey,2023-01-21,Vancouver Canucks - Edmonton Oilers,,True
743,743,Hockey,2023-01-21,Vegas Golden Knights - Washington Capitals,,True
744,744,Hockey,2023-01-22,Arizona Coyotes - Vegas Golden Knights,,True
745,745,Hockey,2023-01-22,Boston Bruins - San Jose Sharks,,True
746,746,Hockey,2023-01-22,Chicago Blackhawks - Los Angeles Kings,,True
747,747,Hockey,2023-01-22,New Jersey Devils - Pittsburgh Penguins,,True
748,748,Hockey,2023-01-22,Philadelphia Flyers - Winnipeg Jets,,True
749,749,Hockey,2023-01-23,Calgary Flames - Columbus Blue Jackets,,True
750,750,Hockey,2023-01-23,Dallas Stars - Buffalo Sabres,,True
751,751,Hockey,2023-01-23,New York Rangers - Florida Panthers,,True
752,752,Hockey,2023-01-23,Toronto Maple Leafs - New York Islanders,,True
753,753,Hockey,2023-01-24,Arizona Coyotes - Anaheim Ducks,,True
754,754,Hockey,2023-01-24,Colorado Avalanche - Washington Capitals,,True
755,755,Hockey,2023-01-24,Detroit Red Wings - San Jose Sharks,,True
756,756,Hockey,2023-01-24,Montreal Canadiens - Boston Bruins,,True
757,757,Hockey,2023-01-24,New Jersey Devils - Vegas Golden Knights,,True
758,758,Hockey,2023-01-24,Nashville Predators - Winnipeg Jets,,True
759,759,Hockey,2023-01-24,Philadelphia Flyers - Los Angeles Kings,,True
760,760,Hockey,2023-01-24,Pittsburgh Penguins - Florida Panthers,,True
761,761,Hockey,2023-01-24,St. Louis Blues - Buffalo Sabres,,True
762,762,Hockey,2023-01-24,Tampa Bay Lightning - Minnesota Wild,,True
763,763,Hockey,2023-01-24,Vancouver Canucks - Chicago Blackhawks,,True
764,764,Hockey,2023-01-25,Dallas Stars - Carolina Hurricanes,,True
765,765,Hockey,2023-01-25,Edmonton Oilers - Columbus Blue Jackets,,True
766,766,Hockey,2023-01-25,Ottawa Senators - New York Islanders,,True
767,767,Hockey,2023-01-25,Seattle Kraken - Vancouver Canucks,,True
768,768,Hockey,2023-01-25,Toronto Maple Leafs - New York Rangers,,True
769,769,Hockey,2023-01-26,Arizona Coyotes - St. Louis Blues,,True
770,770,Hockey,2023-01-26,Calgary Flames - Chicago Blackhawks,,True
771,771,Hockey,2023-01-26,Colorado Avalanche - Anaheim Ducks,,True
772,772,Hockey,2023-01-26,Minnesota Wild - Philadelphia Flyers,,True
773,773,Hockey,2023-01-26,Montreal Canadiens - Detroit Red Wings,,True
774,774,Hockey,2023-01-26,Nashville Predators - New Jersey Devils,,True
775,775,Hockey,2023-01-26,Tampa Bay Lightning - Boston Bruins,,True
776,776,Hockey,2023-01-26,Winnipeg Jets - Buffalo Sabres,,True
777,777,Hockey,2023-01-26,Washington Capitals - Pittsburgh Penguins,,True
778,778,Hockey,2023-01-27,Carolina Hurricanes - San Jose Sharks,,True
779,779,Hockey,2023-01-27,Dallas Stars - New Jersey Devils,,True
780,780,Hockey,2023-01-27,Florida Panthers - Los Angeles Kings,,True
781,781,Hockey,2023-01-27,New York Islanders - Detroit Red Wings,,True
782,782,Hockey,2023-01-27,New York Rangers - Vegas Golden Knights,,True
783,783,Hockey,2023-01-27,Seattle Kraken - Calgary Flames,,True
784,784,Hockey,2023-01-27,Toronto Maple Leafs - Ottawa Senators,,True
785,785,Hockey,2023-01-27,Vancouver Canucks - Columbus Blue Jackets,,True
786,786,Hockey,2023-01-28,Anaheim Ducks - Arizona Coyotes,,True
787,787,Hockey,2023-01-28,Colorado Avalanche - St. Louis Blues,,True
788,788,Hockey,2023-01-28,Edmonton Oilers - Chicago Blackhawks,,True
789,789,Hockey,2023-01-28,Florida Panthers - Boston Bruins,,True
790,790,Hockey,2023-01-28,Minnesota Wild - Buffalo Sabres,,True
791,791,Hockey,2023-01-28,New York Islanders - Vegas Golden Knights,,True
792,792,Hockey,2023-01-28,Ottawa Senators - Montreal Canadiens,,True
793,793,Hockey,2023-01-28,Pittsburgh Penguins - San Jose Sharks,,True
794,794,Hockey,2023-01-28,Seattle Kraken - Columbus Blue Jackets,,True
795,795,Hockey,2023-01-28,Tampa Bay Lightning - Los Angeles Kings,,True
796,796,Hockey,2023-01-28,Winnipeg Jets - Philadelphia Flyers,,True
797,797,Hockey,2023-01-29,Carolina Hurricanes - Boston Bruins,,True
798,798,Hockey,2023-01-29,Toronto Maple Leafs - Washington Capitals,,True
799,799,Hockey,2023-01-30,Winnipeg Jets - St. Louis Blues,,True
800,800,Hockey,2023-01-31,Carolina Hurricanes - Los Angeles Kings,,True
801,801,Hockey,2023-01-31,Columbus Blue Jackets - Washington Capitals,,True
802,802,Hockey,2023-01-31,Montreal Canadiens - Ottawa Senators,,True
803,803,Hockey,2023-02-01,Buffalo Sabres - Carolina Hurricanes,,True
804,804,Hockey,2023-02-01,Toronto Maple Leafs - Boston Bruins,,True
805,805,Hockey,2023-02-06,Arizona Coyotes - Minnesota Wild,,True
806,806,Hockey,2023-02-06,Dallas Stars - Anaheim Ducks,,True
807,807,Hockey,2023-02-06,Florida Panthers - Tampa Bay Lightning,,True
808,808,Hockey,2023-02-06,New Jersey Devils - Vancouver Canucks,,True
809,809,Hockey,2023-02-06,New York Rangers - Calgary Flames,,True
810,810,Hockey,2023-02-06,Philadelphia Flyers - New York Islanders,,True
811,811,Hockey,2023-02-07,Chicago Blackhawks - Anaheim Ducks,,True
812,812,Hockey,2023-02-07,Detroit Red Wings - Edmonton Oilers,,True
813,813,Hockey,2023-02-07,Nashville Predators - Vegas Golden Knights,,True
814,814,Hockey,2023-02-07,New York Islanders - Seattle Kraken,,True
815,815,Hockey,2023-02-07,Pittsburgh Penguins - Colorado Avalanche,,True
816,816,Hockey,2023-02-07,Tampa Bay Lightning - San Jose Sharks,,True
817,817,Hockey,2023-02-08,Dallas Stars - Minnesota Wild,,True
818,818,Hockey,2023-02-08,New York Rangers - Vancouver Canucks,,True
819,819,Hockey,2023-02-09,Detroit Red Wings - Calgary Flames,,True
820,820,Hockey,2023-02-09,Florida Panthers - San Jose Sharks,,True
821,821,Hockey,2023-02-09,Minnesota Wild - Vegas Golden Knights,,True
822,822,Hockey,2023-02-09,New Jersey Devils - Seattle Kraken,,True
823,823,Hockey,2023-02-09,New York Islanders - Vancouver Canucks,,True
824,824,Hockey,2023-02-09,Philadelphia Flyers - Edmonton Oilers,,True
825,825,Hockey,2023-02-09,Tampa Bay Lightning - Colorado Avalanche,,True
826,826,Hockey,2023-02-10,Anaheim Ducks - Pittsburgh Penguins,,True
827,827,Hockey,2023-02-10,Columbus Blue Jackets - Toronto Maple Leafs,,True
828,828,Hockey,2023-02-10,Chicago Blackhawks - Arizona Coyotes,,True
829,829,Hockey,2023-02-10,New York Rangers - Seattle Kraken,,True
830,830,Hockey,2023-02-11,Boston Bruins - Washington Capitals,,True
831,831,Hockey,2023-02-11,Buffalo Sabres - Calgary Flames,,True
832,832,Hockey,2023-02-11,Carolina Hurricanes - New York Rangers,,True
833,833,Hockey,2023-02-11,Dallas Stars - Tampa Bay Lightning,,True
834,834,Hockey,2023-02-11,Detroit Red Wings - Vancouver Canucks,,True
835,835,Hockey,2023-02-11,Florida Panthers - Colorado Avalanche,,True
836,836,Hockey,2023-02-11,Los Angeles Kings - Pittsburgh Penguins,,True
837,837,Hockey,2023-02-11,Minnesota Wild - New Jersey Devils,,True
838,838,Hockey,2023-02-11,Montreal Canadiens - New York Islanders,,True
839,839,Hockey,2023-02-11,Ottawa Senators - Edmonton Oilers,,True
840,840,Hockey,2023-02-11,Philadelphia Flyers - Nashville Predators,,True
841,841,Hockey,2023-02-11,St. Louis Blues - Arizona Coyotes,,True
842,842,Hockey,2023-02-11,Toronto Maple Leafs - Columbus Blue Jackets,,True
843,843,Hockey,2023-02-11,Winnipeg Jets - Chicago Blackhawks,,True
844,844,Hockey,2023-02-12,Montreal Canadiens - Edmonton Oilers,,True
845,845,Hockey,2023-02-12,Philadelphia Flyers - Seattle Kraken,,True
846,846,Hockey,2023-02-12,Vegas Golden Knights - Anaheim Ducks,,True
847,847,Hockey,2023-02-12,Washington Capitals - San Jose Sharks,,True
848,848,Hockey,2023-02-13,Los Angeles Kings - Buffalo Sabres,,True
849,849,Hockey,2023-02-13,Minnesota Wild - Florida Panthers,,True
850,850,Hockey,2023-02-13,Nashville Predators - Arizona Coyotes,,True
851,851,Hockey,2023-02-13,Ottawa Senators - Calgary Flames,,True
852,852,Hockey,2023-02-13,Vancouver Canucks - Detroit Red Wings,,True
853,853,Hockey,2023-02-14,Columbus Blue Jackets - New Jersey Devils,,True
854,854,Hockey,2023-02-14,Colorado Avalanche - Tampa Bay Lightning,,True
855,855,Hockey,2023-02-14,Dallas Stars - Boston Bruins,,True
856,856,Hockey,2023-02-14,Montreal Canadiens - Chicago Blackhawks,,True
857,857,Hockey,2023-02-14,New York Islanders - Ottawa Senators,,True
858,858,Hockey,2023-02-14,San Jose Sharks - Pittsburgh Penguins,,True
859,859,Hockey,2023-02-14,St. Louis Blues - Florida Panthers,,True
860,860,Hockey,2023-02-14,Winnipeg Jets - Seattle Kraken,,True
861,861,Hockey,2023-02-14,Washington Capitals - Carolina Hurricanes,,True
862,862,Hockey,2023-02-15,Anaheim Ducks - Buffalo Sabres,,True
863,863,Hockey,2023-02-15,Arizona Coyotes - Tampa Bay Lightning,,True
864,864,Hockey,2023-02-15,Edmonton Oilers - Detroit Red Wings,,True
865,865,Hockey,2023-02-15,Minnesota Wild - Colorado Avalanche,,True
866,866,Hockey,2023-02-15,Toronto Maple Leafs - Chicago Blackhawks,,True
867,867,Hockey,2023-02-15,Vancouver Canucks - New York Rangers,,True
868,868,Hockey,2023-02-16,Carolina Hurricanes - Montreal Canadiens,,True
869,869,Hockey,2023-02-16,Columbus Blue Jackets - Winnipeg Jets,,True
870,870,Hockey,2023-02-16,Calgary Flames - Detroit Red Wings,,True
871,871,Hockey,2023-02-16,Nashville Predators - Boston Bruins,,True
872,872,Hockey,2023-02-16,Seattle Kraken - Philadelphia Flyers,,True
873,873,Hockey,2023-02-16,St. Louis Blues - New Jersey Devils,,True
874,874,Hockey,2023-02-16,Vegas Golden Knights - San Jose Sharks,,True
875,875,Hockey,2023-02-16,Washington Capitals - Florida Panthers,,True
876,876,Hockey,2023-02-17,Anaheim Ducks - Los Angeles Kings,,True
877,877,Hockey,2023-02-17,Edmonton Oilers - New York Rangers,,True
878,878,Hockey,2023-02-17,Minnesota Wild - Dallas Stars,,True
879,879,Hockey,2023-02-17,New York Islanders - Pittsburgh Penguins,,True
880,880,Hockey,2023-02-17,Ottawa Senators - Chicago Blackhawks,,True
881,881,Hockey,2023-02-18,Boston Bruins - New York Islanders,,True
882,882,Hockey,2023-02-18,Carolina Hurricanes - Washington Capitals,,True
883,883,Hockey,2023-02-18,Calgary Flames - New York Rangers,,True
884,884,Hockey,2023-02-18,Dallas Stars - Columbus Blue Jackets,,True
885,885,Hockey,2023-02-18,Los Angeles Kings - Arizona Coyotes,,True
886,886,Hockey,2023-02-18,Nashville Predators - Florida Panthers,,True
887,887,Hockey,2023-02-18,Pittsburgh Penguins - New Jersey Devils,,True
888,888,Hockey,2023-02-18,Seattle Kraken - Detroit Red Wings,,True
889,889,Hockey,2023-02-18,San Jose Sharks - Buffalo Sabres,,True
890,890,Hockey,2023-02-18,St. Louis Blues - Colorado Avalanche,,True
891,891,Hockey,2023-02-18,Toronto Maple Leafs - Montreal Canadiens,,True
892,892,Hockey,2023-02-18,Vancouver Canucks - Philadelphia Flyers,,True
893,893,Hockey,2023-02-18,Vegas Golden Knights - Tampa Bay Lightning,,True
894,894,Hockey,2023-02-19,Arizona Coyotes - Columbus Blue Jackets,,True
895,895,Hockey,2023-02-19,Chicago Blackhawks - Toronto Maple Leafs,,True
896,896,Hockey,2023-02-19,Colorado Avalanche - Edmonton Oilers,,True
897,897,Hockey,2023-02-19,Minnesota Wild - Nashville Predators,,True
898,898,Hockey,2023-02-19,New Jersey Devils - Winnipeg Jets,,True
899,899,Hockey,2023-02-19,Ottawa Senators - St. Louis Blues,,True
900,900,Hockey,2023-02-20,Boston Bruins - Ottawa Senators,,True
901,901,Hockey,2023-02-20,Calgary Flames - Philadelphia Flyers,,True
902,902,Hockey,2023-02-20,Florida Panthers - Anaheim Ducks,,True
903,903,Hockey,2023-02-20,New York Rangers - Winnipeg Jets,,True
904,904,Hockey,2023-02-20,Pittsburgh Penguins - New York Islanders,,True
905,905,Hockey,2023-02-20,San Jose Sharks - Seattle Kraken,,True
906,906,Hockey,2023-02-21,Buffalo Sabres - Toronto Maple Leafs,,True
907,907,Hockey,2023-02-21,Carolina Hurricanes - St. Louis Blues,,True
908,908,Hockey,2023-02-21,Chicago Blackhawks - Vegas Golden Knights,,True
909,909,Hockey,2023-02-21,Edmonton Oilers - Philadelphia Flyers,,True
910,910,Hockey,2023-02-21,Minnesota Wild - Los Angeles Kings,,True
911,911,Hockey,2023-02-21,New Jersey Devils - Montreal Canadiens,,True
912,912,Hockey,2023-02-21,Nashville Predators - Vancouver Canucks,,True
913,913,Hockey,2023-02-21,Tampa Bay Lightning - Anaheim Ducks,,True
914,914,Hockey,2023-02-21,Washington Capitals - Detroit Red Wings,,True
915,915,Hockey,2023-02-22,Arizona Coyotes - Calgary Flames,,True
916,916,Hockey,2023-02-22,Dallas Stars - Chicago Blackhawks,,True
917,917,Hockey,2023-02-22,New York Islanders - Winnipeg Jets,,True
918,918,Hockey,2023-02-23,Columbus Blue Jackets - Minnesota Wild,,True
919,919,Hockey,2023-02-23,Detroit Red Wings - New York Rangers,,True
920,920,Hockey,2023-02-23,New Jersey Devils - Los Angeles Kings,,True
921,921,Hockey,2023-02-23,Pittsburgh Penguins - Edmonton Oilers,,True
922,922,Hockey,2023-02-23,Seattle Kraken - Boston Bruins,,True
923,923,Hockey,2023-02-23,San Jose Sharks - Nashville Predators,,True
924,924,Hockey,2023-02-23,St. Louis Blues - Vancouver Canucks,,True
925,925,Hockey,2023-02-23,Tampa Bay Lightning - Buffalo Sabres,,True
926,926,Hockey,2023-02-23,Vegas Golden Knights - Calgary Flames,,True
927,927,Hockey,2023-02-23,Washington Capitals - Anaheim Ducks,,True
928,928,Hockey,2023-02-24,Carolina Hurricanes - Ottawa Senators,,True
929,929,Hockey,2023-02-24,Florida Panthers - Buffalo Sabres,,True
930,930,Hockey,2023-02-24,New York Islanders - Los Angeles Kings,,True
931,931,Hockey,2023-02-24,Philadelphia Flyers - Montreal Canadiens,,True
932,932,Hockey,2023-02-24,Toronto Maple Leafs - Minnesota Wild,,True
933,933,Hockey,2023-02-24,Winnipeg Jets - Colorado Avalanche,,True
934,934,Hockey,2023-02-25,Carolina Hurricanes - Anaheim Ducks,,True
935,935,Hockey,2023-02-25,Columbus Blue Jackets - Edmonton Oilers,,True
936,936,Hockey,2023-02-25,Colorado Avalanche - Calgary Flames,,True
937,937,Hockey,2023-02-25,Detroit Red Wings - Tampa Bay Lightning,,True
938,938,Hockey,2023-02-25,Montreal Canadiens - Ottawa Senators,,True
939,939,Hockey,2023-02-25,New Jersey Devils - Philadelphia Flyers,,True
940,940,Hockey,2023-02-25,San Jose Sharks - Chicago Blackhawks,,True
941,941,Hockey,2023-02-25,St. Louis Blues - Pittsburgh Penguins,,True
942,942,Hockey,2023-02-25,Vancouver Canucks - Boston Bruins,,True
943,943,Hockey,2023-02-25,Vegas Golden Knights - Dallas Stars,,True
944,944,Hockey,2023-02-25,Washington Capitals - New York Rangers,,True
945,945,Hockey,2023-02-26,Arizona Coyotes - Nashville Predators,,True
946,946,Hockey,2023-02-26,Buffalo Sabres - Washington Capitals,,True
947,947,Hockey,2023-02-26,Minnesota Wild - Columbus Blue Jackets,,True
948,948,Hockey,2023-02-26,New York Rangers - Los Angeles Kings,,True
949,949,Hockey,2023-02-26,Pittsburgh Penguins - Tampa Bay Lightning,,True
950,950,Hockey,2023-02-26,Seattle Kraken - Toronto Maple Leafs,,True
951,951,Hockey,2023-02-26,Winnipeg Jets - New York Islanders,,True
952,952,Hockey,2023-02-27,Anaheim Ducks - Chicago Blackhawks,,True
953,953,Hockey,2023-02-27,Colorado Avalanche - Vegas Golden Knights,,True
954,954,Hockey,2023-02-27,Dallas Stars - Vancouver Canucks,,True
955,955,Hockey,2023-02-27,Edmonton Oilers - Boston Bruins,,True
956,956,Hockey,2023-02-28,Arizona Coyotes - Chicago Blackhawks,,True
957,957,Hockey,2023-02-28,Buffalo Sabres - Columbus Blue Jackets,,True
958,958,Hockey,2023-02-28,Calgary Flames - Boston Bruins,,True
959,959,Hockey,2023-02-28,Minnesota Wild - New York Islanders,,True
960,960,Hockey,2023-02-28,Nashville Predators - Pittsburgh Penguins,,True
961,961,Hockey,2023-02-28,Ottawa Senators - Detroit Red Wings,,True
962,962,Hockey,2023-02-28,San Jose Sharks - Montreal Canadiens,,True
963,963,Hockey,2023-02-28,St. Louis Blues - Seattle Kraken,,True
964,964,Hockey,2023-02-28,Tampa Bay Lightning - Florida Panthers,,True
965,965,Hockey,2023-02-28,Winnipeg Jets - Los Angeles Kings,,True
966,966,Hockey,2023-03-01,Anaheim Ducks - Washington Capitals,,True
967,967,Hockey,2023-03-01,Colorado Avalanche - New Jersey Devils,,True
968,968,Hockey,2023-03-01,Dallas Stars - Arizona Coyotes,,True
969,969,Hockey,2023-03-01,Edmonton Oilers - Toronto Maple Leafs,,True
970,970,Hockey,2023-03-01,Philadelphia Flyers - New York Rangers,,True
971,971,Hockey,2023-03-01,Vegas Golden Knights - Carolina Hurricanes,,True
972,972,Hockey,2023-03-02,Boston Bruins - Buffalo Sabres,,True
973,973,Hockey,2023-03-02,Calgary Flames - Toronto Maple Leafs,,True
974,974,Hockey,2023-03-02,Chicago Blackhawks - Dallas Stars,,True
975,975,Hockey,2023-03-02,Detroit Red Wings - Seattle Kraken,,True
976,976,Hockey,2023-03-02,Florida Panthers - Nashville Predators,,True
977,977,Hockey,2023-03-02,Los Angeles Kings - Montreal Canadiens,,True
978,978,Hockey,2023-03-02,New York Rangers - Ottawa Senators,,True
979,979,Hockey,2023-03-02,San Jose Sharks - St. Louis Blues,,True
980,980,Hockey,2023-03-02,Tampa Bay Lightning - Pittsburgh Penguins,,True
981,981,Hockey,2023-03-02,Vancouver Canucks - Minnesota Wild,,True
982,982,Hockey,2023-03-03,Anaheim Ducks - Montreal Canadiens,,True
983,983,Hockey,2023-03-03,Arizona Coyotes - Carolina Hurricanes,,True
984,984,Hockey,2023-03-03,Columbus Blue Jackets - Seattle Kraken,,True
985,985,Hockey,2023-03-03,Edmonton Oilers - Winnipeg Jets,,True
986,986,Hockey,2023-03-03,Vegas Golden Knights - New Jersey Devils,,True
987,987,Hockey,2023-03-04,Boston Bruins - New York Rangers,,True
988,988,Hockey,2023-03-04,Buffalo Sabres - Philadelphia Flyers,,True
989,989,Hockey,2023-03-04,Calgary Flames - Minnesota Wild,,True
990,990,Hockey,2023-03-04,Chicago Blackhawks - Nashville Predators,,True
991,991,Hockey,2023-03-04,Dallas Stars - Colorado Avalanche,,True
992,992,Hockey,2023-03-04,Florida Panthers - Pittsburgh Penguins,,True
993,993,Hockey,2023-03-04,Los Angeles Kings - St. Louis Blues,,True
994,994,Hockey,2023-03-04,New York Islanders - Detroit Red Wings,,True
995,995,Hockey,2023-03-04,Ottawa Senators - Columbus Blue Jackets,,True
996,996,Hockey,2023-03-04,San Jose Sharks - Washington Capitals,,True
997,997,Hockey,2023-03-04,Vancouver Canucks - Toronto Maple Leafs,,True
998,998,Hockey,2023-03-04,Winnipeg Jets - Edmonton Oilers,,True
999,999,Hockey,2023-03-05,Arizona Coyotes - New Jersey Devils,,True
1000,1000,Hockey,2023-03-05,Carolina Hurricanes - Tampa Bay Lightning,,True
1001,1001,Hockey,2023-03-05,Colorado Avalanche - Seattle Kraken,,True
1002,1002,Hockey,2023-03-05,Philadelphia Flyers - Detroit Red Wings,,True
1003,1003,Hockey,2023-03-05,Vegas Golden Knights - Montreal Canadiens,,True
1004,1004,Hockey,2023-03-06,Buffalo Sabres - Edmonton Oilers,,True
1005,1005,Hockey,2023-03-06,Chicago Blackhawks - Ottawa Senators,,True
1006,1006,Hockey,2023-03-06,Dallas Stars - Calgary Flames,,True
1007,1007,Hockey,2023-03-06,Los Angeles Kings - Washington Capitals,,True
1008,1008,Hockey,2023-03-06,Vancouver Canucks - Nashville Predators,,True
1009,1009,Hockey,2023-03-06,Winnipeg Jets - San Jose Sharks,,True
1010,1010,Hockey,2023-03-07,Arizona Coyotes - St. Louis Blues,,True
1011,1011,Hockey,2023-03-07,Colorado Avalanche - San Jose Sharks,,True
1012,1012,Hockey,2023-03-07,Florida Panthers - Vegas Golden Knights,,True
1013,1013,Hockey,2023-03-07,Minnesota Wild - Calgary Flames,,True
1014,1014,Hockey,2023-03-07,Montreal Canadiens - Carolina Hurricanes,,True
1015,1015,Hockey,2023-03-07,New Jersey Devils - Toronto Maple Leafs,,True
1016,1016,Hockey,2023-03-07,New York Islanders - Buffalo Sabres,,True
1017,1017,Hockey,2023-03-07,Pittsburgh Penguins - Columbus Blue Jackets,,True
1018,1018,Hockey,2023-03-07,Seattle Kraken - Anaheim Ducks,,True
1019,1019,Hockey,2023-03-07,Tampa Bay Lightning - Philadelphia Flyers,,True
1020,1020,Hockey,2023-03-08,Detroit Red Wings - Chicago Blackhawks,,True
1021,1021,Hockey,2023-03-08,Vancouver Canucks - Anaheim Ducks,,True
1022,1022,Hockey,2023-03-08,Winnipeg Jets - Minnesota Wild,,True
1023,1023,Hockey,2023-03-09,Arizona Coyotes - Nashville Predators,,True
1024,1024,Hockey,2023-03-09,Boston Bruins - Edmonton Oilers,,True
1025,1025,Hockey,2023-03-09,Buffalo Sabres - Dallas Stars,,True
1026,1026,Hockey,2023-03-09,Carolina Hurricanes - Philadelphia Flyers,,True
1027,1027,Hockey,2023-03-09,Colorado Avalanche - Los Angeles Kings,,True
1028,1028,Hockey,2023-03-09,Montreal Canadiens - New York Rangers,,True
1029,1029,Hockey,2023-03-09,Pittsburgh Penguins - New York Islanders,,True
1030,1030,Hockey,2023-03-09,Seattle Kraken - Ottawa Senators,,True
1031,1031,Hockey,2023-03-09,St. Louis Blues - San Jose Sharks,,True
1032,1032,Hockey,2023-03-09,Tampa Bay Lightning - Vegas Golden Knights,,True
1033,1033,Hockey,2023-03-09,Washington Capitals - New Jersey Devils,,True
1034,1034,Hockey,2023-03-10,Calgary Flames - Anaheim Ducks,,True
1035,1035,Hockey,2023-03-10,Florida Panthers - Chicago Blackhawks,,True
